date,close,open,high,low,rsi,MACD_12_26,mavg,CSI,kalman
2017-12-04,2501.67,2486.72,2501.67,2476.29,47.50131339271654,-0.0388358615946344,2525.2045,110.6,2512.821695309221
2017-12-05,2510.12,2490.73,2513.68,2487.15,50.25438053779126,-0.0238483884331799,2523.4385,110.6,2512.5646967537377
2017-12-06,2474.37,2510.19,2510.47,2474.29,40.562697282206535,-2.863686141501603,2519.5370000000003,110.6,2508.931429205275
2017-12-07,2461.98,2479.55,2480.85,2452.4,37.83908164368385,-6.044371718503044,2515.1075,110.6,2504.4651781656257
2017-12-08,2464.0,2470.09,2473.17,2459.02,38.56336937509314,-8.306340512809584,2511.16,110.6,2500.615931250017
2017-12-11,2471.49,2467.81,2471.99,2457.98,41.29477136943683,-9.386386257490813,2508.217,110.6,2497.8453293124826
2017-12-12,2461.0,2471.23,2471.43,2455.39,38.69972867944368,-10.96241769554581,2504.935,110.6,2494.3404202365814
2017-12-13,2480.55,2462.42,2481.92,2457.7,45.56536385014922,-10.512728164727832,2503.05,110.6,2493.0286075876083
2017-12-14,2469.48,2486.57,2514.61,2469.48,42.65232311137751,-10.923681060357922,2499.7845,110.6,2490.788548128276
2017-12-15,2482.07,2488.39,2495.08,2475.99,46.81669788654894,-10.116835824052488,2497.1885,110.6,2489.9591969178605
2017-12-18,2481.88,2488.83,2488.83,2477.29,46.76151110478968,-9.384557239208789,2494.8990000000003,110.6,2489.1906639414483
2017-12-19,2478.53,2487.83,2498.67,2470.49,45.73778147105513,-8.971124647217493,2492.2905,110.6,2488.176569115843
2017-12-20,2472.37,2473.82,2484.5,2470.62,43.837310551892514,-9.036371195974423,2488.8835,110.6,2486.672970462045
2017-12-21,2429.83,2471.34,2471.73,2429.83,33.48863018014961,-12.3780159712569,2483.5175000000004,110.6,2481.2657873321577
2017-12-22,2440.54,2437.59,2444.57,2426.94,37.48964106430836,-14.000694744242082,2478.328,110.6,2477.3917499899176
2017-12-26,2427.34,2447.67,2457.19,2427.34,34.717641258900954,-16.165463643370458,2474.3045,110.6,2472.63058117754
2017-12-27,2436.67,2420.86,2436.68,2411.48,38.19612527834877,-16.933012340482946,2470.4285,110.6,2469.20983369894
2017-12-28,2467.49,2439.31,2467.51,2437.26,48.044439240757896,-14.88282385713319,2468.158,110.6,2469.046234652523
2018-01-02,2479.65,2474.86,2481.02,2465.94,51.33910880726458,-12.136917508558328,2468.322,110.7,2470.054917003816
2018-01-03,2486.35,2484.63,2493.4,2481.91,53.103700825787925,-9.312780996044694,2468.869,110.7,2471.6049855023634
2018-01-04,2466.46,2502.5,2502.5,2466.45,47.58679726475328,-8.580676537567797,2467.1085000000003,110.7,2471.115569157901
2018-01-05,2497.52,2476.85,2497.52,2475.51,55.382070898439686,-5.431584138047583,2466.4785,110.7,2473.6272885814847
2018-01-08,2513.28,2510.7,2515.37,2494.18,58.7356254712564,-1.6452401311521498,2468.424,110.7,2477.399249661169
2018-01-09,2510.23,2510.73,2524.73,2498.41,57.82973543277368,1.09671303813775,2470.8365000000003,110.7,2480.522272225449
2018-01-10,2499.75,2516.33,2516.82,2493.98,54.707491608770255,2.396457395409016,2472.6240000000003,110.7,2482.351308329712
2018-01-11,2487.91,2496.86,2502.52,2483.82,51.33533953532717,2.4429641437509417,2473.445,110.7,2482.880078441117
2018-01-12,2496.42,2499.87,2500.87,2482.15,53.55146776179927,3.1304214064830376,2475.2160000000003,110.7,2484.16806242292
2018-01-15,2503.73,2510.97,2513.3,2496.18,55.42907742446757,4.216487109119953,2476.375,110.7,2486.02889020857
2018-01-16,2521.74,2504.16,2524.55,2498.55,59.746440973465226,6.456037307948009,2478.988,110.7,2489.425906741031
2018-01-17,2515.43,2517.19,2521.97,2506.49,57.639803439347865,7.633735756511214,2480.656,110.7,2491.8995440832564
2018-01-18,2515.81,2527.67,2532.08,2512.69,57.736449171535504,8.499753221835363,2482.3525,110.7,2494.1740243366635
2018-01-19,2520.26,2519.67,2524.33,2513.09,58.91848929179728,9.436379404390664,2484.439,110.7,2496.6554507362152
2018-01-22,2502.11,2516.9,2517.12,2488.44,52.47237159864075,8.614803001499695,2485.926,110.7,2497.174314309328
2018-01-23,2536.6,2510.35,2536.6,2507.96,61.16696390746514,10.624282423718796,2491.2645,110.7,2500.924679584365
2018-01-24,2538.0,2533.86,2547.22,2531.31,61.47504478739095,12.189267356526216,2496.1375,110.7,2504.4514665460083
2018-01-25,2562.23,2536.96,2564.43,2536.73,66.43781023691622,15.209363616058454,2502.882,110.7,2509.947645032505
2018-01-26,2574.76,2560.69,2574.76,2553.53,68.68440438863304,18.401753977617773,2509.7865,110.7,2516.1129152416424
2018-01-29,2598.19,2588.87,2607.1,2587.55,72.40423130376145,22.56226774832476,2516.3215,110.7,2523.920491525012
2018-01-30,2567.74,2590.41,2599.17,2567.07,62.08294025271674,23.135749845051578,2520.726,110.7,2528.0888188495683
2018-01-31,2566.46,2557.37,2597.14,2553.01,61.68487331211306,23.21929564909624,2524.7315000000003,110.7,2531.738874462496
2018-02-01,2568.54,2578.91,2583.74,2564.59,62.11002722064688,23.186070331477826,2529.8355,109.0,2535.239578657752
2018-02-02,2525.39,2565.99,2565.99,2519.6,49.77160325472439,19.453645135833995,2531.2290000000003,109.0,2534.302638256471
2018-02-05,2491.75,2487.34,2503.99,2476.24,42.657035630628044,13.624153656217914,2530.1525,109.0,2530.2548218626
2018-02-06,2453.31,2437.02,2460.28,2409.38,36.27591028616063,5.835188495194416,2527.3065,109.0,2522.9354516867315
2018-02-07,2396.56,2483.72,2484.18,2396.56,29.305959401807428,-4.8608404884594165,2522.147,109.0,2510.913996705792
2018-02-08,2407.62,2400.17,2423.88,2393.46,32.04626304294888,-12.303246780626978,2518.1325,109.0,2501.088163328925
2018-02-09,2363.77,2346.73,2372.9,2346.73,27.49556800320346,-21.491989638813266,2511.4999999999995,109.0,2488.0257837568533
2018-02-12,2385.38,2380.49,2397.9,2367.31,32.57691455439482,-26.722349546067107,2505.5825,109.0,2478.261611586176
2018-02-13,2395.19,2402.89,2421.8,2388.54,34.81044163863517,-29.73311756974408,2499.255,109.0,2470.359431015911
2018-02-14,2421.83,2412.47,2426.63,2408.02,40.56817517187428,-29.628014254166374,2494.575,109.0,2465.7430726771527
2018-02-19,2442.82,2452.52,2455.12,2428.15,44.71169747540248,-27.533611209150425,2490.9255,109.0,2463.5625171773686
2018-02-20,2415.12,2433.35,2438.48,2411.23,40.680881388173965,-27.788610405116746,2485.6685,109.0,2458.95442651072
2018-02-21,2429.65,2417.73,2432.45,2404.02,43.55539765985535,-26.512628460017368,2482.0455,109.0,2456.1668452254385
2018-02-22,2414.28,2417.18,2422.62,2405.23,41.27679307602484,-26.43688615590781,2475.9295,109.0,2452.1823623416944
2018-02-23,2451.52,2427.13,2451.52,2427.13,48.32999011226072,-23.10555658823296,2471.6055,109.0,2452.1193551756232
2018-02-26,2457.65,2465.35,2466.08,2447.86,49.407200295387696,-19.74322650999011,2466.3765,109.0,2452.645457333
2018-02-27,2456.14,2474.08,2480.79,2456.14,49.13545748305312,-17.004384123787986,2460.4455,109.0,2452.9778754315275
2018-02-28,2427.36,2447.11,2460.12,2426.21,44.15111348941017,-16.960625740025534,2451.904,109.0,2450.540977030002
2018-03-02,2402.16,2406.57,2410.34,2387.25,40.29654918922649,-18.74331503206304,2443.625,108.9,2445.9387403650694
2018-03-05,2375.06,2405.92,2407.98,2374.8,36.5963520419684,-22.088233251955444,2434.055,108.9,2439.1964057183327
2018-03-06,2411.41,2400.67,2413.01,2392.87,44.02139372948045,-21.55746281737584,2426.1985,108.9,2436.55322604248
2018-03-07,2401.82,2413.39,2429.43,2395.24,42.60386292790911,-21.66096218837584,2420.02,108.9,2433.249230625336
2018-03-08,2433.08,2420.67,2433.08,2407.59,48.43289586543816,-19.00152765353687,2417.0865,108.9,2433.2331325753053
2018-03-09,2459.45,2443.43,2476.43,2436.03,52.78867521826931,-14.59779372848061,2417.3935,108.9,2435.727010043443
2018-03-12,2484.12,2485.64,2489.46,2474.91,56.49132541979436,-9.013241009664398,2421.7715,108.9,2440.3303894370765
2018-03-13,2494.49,2483.05,2494.49,2478.76,57.98303894133268,-3.707927728430605,2426.115,108.9,2445.482318165936
2018-03-14,2486.08,2477.43,2486.98,2474.77,56.2972670493772,-0.1799708530661519,2432.2305,108.9,2449.3441694826656
2018-03-15,2492.38,2486.0,2496.51,2471.04,57.29880430272121,3.088712976385977,2437.5805,108.9,2453.437949502649
2018-03-16,2493.97,2495.11,2497.8,2476.88,57.56313225471565,5.741286199160186,2442.5195,108.9,2457.2935576435952
2018-03-19,2475.03,2491.99,2493.56,2470.91,53.32837122172926,6.243202129263409,2445.1795,108.9,2458.9807353388182
2018-03-20,2485.52,2456.8,2485.52,2456.8,55.29022732140334,7.402102620036658,2447.3145,108.9,2461.5052808189207
2018-03-21,2484.97,2488.22,2492.88,2483.78,55.159307657192144,8.181844000328056,2450.807,108.9,2463.737360400128
2018-03-22,2496.02,2494.84,2508.71,2485.34,57.344625149061805,9.58099358317395,2454.1255,108.9,2466.808243973132
2018-03-23,2416.76,2446.73,2450.4,2412.62,41.660949042605786,4.2452732440001455,2454.2495,108.9,2462.047408670327
2018-03-26,2437.08,2414.68,2437.08,2399.44,45.75689315293014,1.6374550495588664,2453.5275,108.9,2459.6723858687064
2018-03-27,2452.06,2455.0,2456.55,2444.92,48.62077442360189,0.7706179450874515,2453.248,108.9,2458.948258256921
2018-03-28,2419.29,2425.94,2430.77,2409.47,43.24219600149914,-2.5314409594993776,2451.4055,108.9,2455.1757695346664
2018-03-29,2436.37,2421.7,2439.47,2413.71,46.56041336642865,-3.727168694324064,2451.856,108.9,2453.386872175048
2018-03-30,2445.85,2454.1,2458.24,2445.72,48.36480266720366,-3.865278245034915,2454.0405,108.9,2452.66992779748
2018-04-02,2444.16,2454.72,2467.52,2440.89,48.05330594919236,-4.064249793369072,2457.4955,107.9,2451.860421579753
2018-04-03,2442.43,2422.26,2442.43,2416.44,47.71452518494917,-4.311828644133584,2459.0465,107.9,2450.9633534628115
2018-04-04,2408.06,2447.97,2447.97,2405.91,41.46064397526938,-7.198429411608686,2459.3585,107.9,2446.882175312303
2018-04-05,2437.52,2426.92,2446.78,2420.92,47.77871455229452,-7.027892355794393,2459.5805,107.9,2445.991599116227
2018-04-06,2429.58,2420.88,2433.97,2417.24,46.32744745938101,-7.447581074392929,2458.087,107.9,2444.430447030852
2018-04-09,2444.08,2424.15,2446.28,2424.15,49.35296119035426,-6.534829146520679,2456.085,107.9,2444.3971107843868
2018-04-10,2450.74,2439.94,2454.36,2419.55,50.726839320145096,-5.213957076005499,2453.8975,107.9,2445.000477626102
2018-04-11,2444.22,2456.53,2458.99,2441.2,49.31643422077244,-4.639781441544528,2451.8045,107.9,2444.926234752818
2018-04-12,2442.71,2450.95,2454.95,2441.58,48.9768007260776,-4.257509574755659,2449.321,107.9,2444.715415594884
2018-04-13,2455.07,2449.42,2457.85,2442.35,51.89702996382668,-2.923507290807265,2447.376,107.9,2445.7003946284776
2018-04-16,2457.49,2466.04,2466.16,2449.97,52.4706087610143,-1.651984050781266,2446.499,107.9,2446.82187991953
2018-04-17,2453.77,2459.39,2465.63,2449.08,51.454920654386406,-0.9337024917776944,2444.9115,107.9,2447.4828193000403
2018-04-18,2479.98,2467.55,2486.73,2467.55,57.67192968932304,1.7305204104818586,2444.662,107.9,2450.57411107845
2018-04-19,2486.1,2483.26,2490.57,2476.51,58.992521010710384,4.286358634069984,2444.166,107.9,2453.9535084901163
2018-04-20,2476.33,2478.59,2485.15,2472.37,55.989394914202585,5.460575377519035,2447.1445,107.9,2456.0820704990124
2018-04-23,2474.11,2473.7,2478.57,2466.57,55.3005066028062,6.141222964237841,2448.996,107.9,2457.7969758861195
2018-04-24,2464.14,2478.47,2479.32,2454.44,52.194552136706605,5.809180783299325,2449.6,107.9,2458.400355560022
2018-04-25,2448.81,2444.19,2453.54,2436.51,47.75334103451548,4.2599263021274965,2451.076,107.9,2457.488073735686
2018-04-26,2475.64,2460.62,2484.09,2456.2,54.974372202450816,5.137861665287801,2453.0395,107.9,2459.2147743052296
2018-04-27,2492.4,2497.75,2508.13,2484.19,58.80462292587699,7.104131688672169,2455.367,107.9,2462.3715163100846
2018-04-30,2515.38,2502.29,2515.38,2500.22,63.40176815437928,10.396860263248072,2458.9280000000003,107.9,2467.4139441849684
2018-05-02,2505.61,2515.75,2516.57,2501.71,60.319795205966,12.07877740557069,2462.0870000000004,108.8,2471.0473410140307
2018-05-03,2487.25,2506.94,2507.91,2487.25,54.91724296241444,11.79425348681434,2466.0464999999995,108.8,2472.588617685818
2018-05-04,2461.38,2486.47,2487.77,2461.38,48.34652513700932,9.373224735802069,2467.2395,108.8,2471.522398803035
2018-05-08,2449.81,2468.45,2479.75,2444.08,45.71226623025208,6.446626999415912,2468.251,108.8,2469.4570085610603
2018-05-09,2443.98,2450.71,2451.86,2428.79,44.3994889774429,3.615171485159408,2468.246,108.8,2467.0335101095966
2018-05-10,2464.16,2458.67,2464.72,2448.01,49.77607088598998,2.965396692108243,2468.917,108.8,2466.760167684634
2018-05-11,2477.71,2469.3,2483.85,2468.41,53.058442831096414,3.5034318634543524,2470.5914999999995,108.8,2467.801769629245
2018-05-14,2476.11,2482.97,2486.17,2471.91,52.621119586589096,3.757408913785639,2472.2615,108.8,2468.592089394993
2018-05-15,2458.54,2476.87,2480.22,2456.2,47.9475281250976,2.511978865882611,2472.435,108.8,2467.6358851756336
2018-05-16,2459.82,2446.64,2465.55,2444.67,48.30772438985118,1.6096963056638742,2472.5515,108.8,2466.892399708156
2018-05-17,2448.45,2468.72,2472.82,2448.43,45.30847570734952,-0.0225728945724767,2472.2855,108.8,2465.1380678749315
2018-05-18,2460.65,2459.73,2461.95,2452.34,48.9695563113831,-0.3279396708880995,2471.319,108.8,2464.711140768521
2018-05-21,2465.57,2464.07,2472.3,2447.69,50.4112157491943,-0.1709713085037947,2470.2925000000005,108.8,2464.792839685901
2018-05-23,2471.91,2462.98,2476.86,2460.07,52.28200290672967,0.459712978931293,2470.0715,108.8,2465.469859005446
2018-05-24,2466.01,2477.48,2481.31,2457.84,50.37731690786019,0.4779446801530866,2469.6665000000003,108.8,2465.521239875407
2018-05-25,2460.8,2452.8,2466.57,2444.77,48.69043296652882,0.0711695779177716,2469.4995,108.8,2465.072132300645
2018-05-28,2478.96,2465.0,2482.4,2463.14,54.41959557841223,1.2003210553357349,2471.007,108.8,2466.393214631911
2018-05-29,2457.25,2476.7,2479.68,2457.18,47.57978689368072,0.3394531694907527,2470.0875,108.8,2465.523467053473
2018-05-30,2409.03,2446.81,2449.88,2399.58,36.581944399927465,-4.18549407063847,2465.9190000000003,108.8,2460.149530408055
2018-05-31,2423.01,2428.83,2430.15,2415.5,40.85068139366338,-6.567769041444535,2461.3005,108.8,2456.6166354758934
2018-06-01,2438.96,2419.63,2445.31,2418.11,45.368874826566085,-7.087012747443623,2457.968,106.3,2454.937049403952
2018-06-04,2447.76,2444.62,2452.67,2441.25,47.74071387650371,-6.711069636789034,2455.9935,106.3,2454.254333139409
2018-06-05,2453.76,2450.39,2455.78,2432.81,49.355195947574806,-5.861415408933681,2455.6125,106.3,2454.207309738094
2018-06-07,2470.58,2468.26,2478.67,2466.01,53.67573300242603,-3.787168758517964,2456.6510000000003,106.3,2455.764760621738
2018-06-08,2451.58,2467.88,2468.27,2449.11,48.6289985071323,-3.6345576363000873,2457.031,106.3,2455.366685594121
2018-06-11,2470.15,2454.25,2470.99,2448.0,53.25504705960474,-1.9922035361428243,2457.3305,106.3,2456.7729472234755
2018-06-12,2468.83,2474.78,2479.56,2462.84,52.89044752775072,-0.7880548418756916,2456.8865,106.3,2457.919873428061
2018-06-14,2423.48,2450.86,2451.95,2422.37,42.20078672279791,-3.4533166359187817,2454.255,106.3,2454.6437831554736
2018-06-15,2404.04,2432.18,2433.51,2403.97,38.59939142641389,-7.052899903207162,2451.53,106.3,2449.830102231296
2018-06-18,2376.24,2404.68,2405.56,2365.31,34.11568143168428,-12.010375113723969,2447.351,106.3,2442.829849498595
2018-06-19,2340.11,2373.12,2379.49,2336.54,29.344824219416694,-18.63973175884439,2441.934,106.3,2433.058631830014
2018-06-20,2363.91,2350.24,2374.52,2345.22,35.72159944462881,-21.722678056202312,2437.097,106.3,2426.4808736226782
2018-06-21,2337.83,2364.16,2370.58,2337.83,32.283252306149336,-25.97099577571408,2430.71,106.3,2418.0479661865265
2018-06-22,2357.22,2323.08,2357.4,2320.76,37.12861983497971,-27.456703438856493,2424.9755,106.3,2412.261710649287
2018-06-25,2357.88,2351.89,2361.39,2337.22,37.2930936696477,-28.255172936317194,2419.569,106.3,2407.088654667042
2018-06-26,2350.92,2334.75,2358.01,2326.61,36.21710537214924,-29.11397185385704,2414.075,106.3,2401.745615774539
2018-06-27,2342.03,2349.38,2358.71,2342.02,34.83459895566946,-30.164210642768467,2407.2285,106.3,2396.065172483446
2018-06-28,2314.24,2327.37,2335.35,2310.8,30.86787789702192,-32.860161709376825,2400.0780000000004,106.3,2388.281559335572
2018-06-29,2326.13,2325.68,2329.58,2296.39,34.31430907547531,-33.64940927769521,2395.933,106.3,2382.3693971033063
2018-07-02,2271.54,2322.23,2327.59,2271.53,27.528668509303728,-38.23905441780016,2388.3595,101.8,2371.826759351595
2018-07-03,2272.76,2285.88,2287.39,2252.36,27.871950642018007,-41.30183560258001,2380.0495,101.8,2362.4030415982056
2018-07-04,2265.46,2270.95,2280.81,2261.34,27.04640291596584,-43.81311048407315,2370.9345000000003,101.8,2353.1813423304
2018-07-05,2257.55,2264.74,2274.74,2243.9,26.1428249279991,-45.91233598400004,2361.1240000000003,101.8,2344.0844183530944
2018-07-06,2272.87,2261.44,2283.75,2247.35,30.954108304677447,-45.81170256104815,2351.2385,101.8,2337.310152363939
2018-07-09,2285.8,2276.92,2294.61,2267.25,34.81376422868581,-44.17933503524773,2342.9495,101.8,2332.4102531395274
2018-07-10,2294.16,2299.09,2305.84,2292.13,37.255933952208025,-41.7300518166262,2334.15,101.8,2328.771700794201
2018-07-11,2280.62,2277.22,2287.08,2262.77,34.9707460933477,-40.41565554201816,2324.7395,101.8,2324.19127401331
2018-07-12,2285.06,2285.93,2298.56,2277.73,36.34947049778707,-38.57109258565015,2317.8185,101.8,2320.468914626109
2018-07-13,2310.9,2293.07,2313.8,2293.07,43.81534420103356,-34.62505502626618,2313.1615,101.8,2319.558672368939
2018-07-16,2301.99,2312.26,2317.84,2299.79,41.98657481358492,-31.84961186690498,2309.449,101.8,2317.8874537806832
2018-07-17,2297.92,2302.95,2306.07,2290.24,41.14184491332398,-29.63683318801032,2307.3395,101.8,2315.988051297806
2018-07-18,2290.11,2313.78,2319.39,2287.1,39.49958729315957,-28.18845293317281,2303.6495000000004,101.8,2313.526403687302
2018-07-19,2282.29,2298.91,2300.18,2278.94,37.86958407894502,-27.35626381119846,2300.8725,101.8,2310.5550432238456
2018-07-20,2289.19,2281.36,2293.34,2269.55,40.21393641791424,-25.84208414228715,2297.471,101.8,2308.522695154238
2018-07-23,2269.31,2289.61,2289.61,2264.42,35.999260594627856,-25.947133300350743,2293.0425,101.8,2304.7925905873594
2018-07-24,2280.2,2273.15,2284.43,2263.13,39.725876843645366,-24.86502499626522,2289.5065000000004,101.8,2302.453222326635
2018-07-25,2273.03,2284.38,2292.61,2269.67,38.15077372536096,-24.305823048663115,2286.0565,101.8,2299.6543405986345
2018-07-26,2289.06,2284.51,2297.16,2276.54,43.540555146418704,-22.31196598944598,2284.7975,101.8,2298.6465547758394
2018-07-27,2294.99,2292.33,2295.27,2284.44,45.43489430643681,-20.02251141610532,2283.2405000000003,101.8,2298.2987252880994
2018-07-30,2293.51,2290.18,2296.91,2283.29,45.02882195154772,-18.118665110313486,2284.339,101.8,2297.8431981687213
2018-07-31,2295.26,2292.23,2296.6,2286.02,45.64740103969111,-16.280965980586643,2285.464,101.8,2297.597471644482
2018-08-01,2307.07,2301.17,2312.65,2301.13,49.75641259677536,-13.713526879169876,2287.5445,99.9,2298.498545165184
2018-08-02,2270.2,2304.14,2306.72,2265.46,39.67276905613743,-14.486917590262692,2288.177,99.9,2295.80664826441
2018-08-03,2287.68,2278.33,2288.93,2272.94,45.32960531158108,-13.533341451201522,2288.9175,99.9,2295.03360148236
2018-08-06,2286.5,2288.51,2300.38,2283.26,45.02269114912071,-12.726142579273985,2288.9525,99.9,2294.2218433072057
2018-08-07,2300.16,2290.85,2301.27,2279.55,49.30205054059105,-10.859007935122008,2289.2525,99.9,2294.786709999268
2018-08-08,2301.45,2305.73,2308.6,2298.41,49.700235571438526,-9.169497795856389,2290.294,99.9,2295.420554940668
2018-08-09,2303.71,2303.04,2303.71,2291.91,50.43470819849506,-7.561026914142985,2291.2265,99.9,2296.2090877551323
2018-08-10,2282.79,2295.21,2295.62,2277.89,44.02617622159015,-7.88349528984736,2289.821,99.9,2294.932598079484
2018-08-13,2248.45,2266.43,2271.82,2238.55,35.950828370159584,-10.785674270358411,2287.144,99.9,2290.5109445640933
2018-08-14,2258.91,2249.86,2262.52,2247.37,39.585834356649336,-12.102131599586755,2285.1935,99.9,2287.5049071781764
2018-08-16,2240.8,2233.05,2244.08,2218.09,35.79775669370285,-14.44030037206403,2282.728,99.9,2283.06210652712
2018-08-17,2247.05,2244.61,2250.92,2240.14,38.00270328763313,-15.60906165680126,2280.966,99.9,2279.6364577036616
2018-08-20,2247.88,2257.35,2264.42,2245.06,38.30572621304494,-16.280665949324884,2278.9005,99.9,2276.615627142477
2018-08-21,2270.06,2248.04,2272.86,2244.59,45.9135330832262,-14.851972264556936,2278.938,99.9,2275.9920236220687
2018-08-22,2273.33,2273.68,2280.31,2268.91,46.95214510201728,-13.302517414501835,2278.5945,99.9,2275.7387988327305
2018-08-23,2282.6,2282.57,2282.88,2268.06,49.8898431706378,-11.197474242356291,2279.073,99.9,2276.3914700584046
2018-08-24,2293.21,2276.16,2295.22,2271.35,53.09175141143928,-8.574235583354493,2279.2805,99.9,2277.9913314067912
2018-08-27,2299.3,2297.32,2302.87,2289.41,54.87411161587713,-5.935467567517208,2279.496,99.9,2280.018316844058
2018-08-28,2303.12,2312.14,2314.6,2299.45,56.00337786178471,-3.4956867281293853,2279.9765,99.9,2282.2158626517007
2018-08-29,2309.03,2304.66,2309.88,2300.21,57.76437367129096,-1.0728876462367225,2280.665,99.9,2284.766555374718
2018-08-30,2307.35,2313.11,2320.85,2305.46,57.06514950220873,0.7035263084794678,2280.679,99.9,2286.914803782568
2018-08-31,2322.88,2298.13,2322.88,2295.72,61.68257157805195,3.32614662845981,2283.313,99.9,2290.335990266477
2018-09-03,2307.03,2317.93,2318.72,2302.17,55.16218191382669,4.078613869145556,2284.2805,100.7,2291.9240066397865
2018-09-04,2315.72,2308.96,2317.74,2302.17,57.79630890140165,5.314893173168457,2285.7415,100.7,2294.187598651435
2018-09-05,2291.77,2310.9,2315.43,2288.01,49.214888686,4.3123781757713004,2285.322,100.7,2293.9576247683567
2018-09-06,2287.61,2288.8,2298.47,2284.5,47.884953036721065,3.1459361900524527,2284.63,100.7,2293.353807457556
2018-09-07,2281.58,2278.08,2286.82,2264.9,45.94675722410104,1.7151803757133166,2283.5235,100.7,2292.2338249418367
2018-09-10,2288.66,2277.35,2289.38,2276.6,48.57850297314169,1.1394579527900532,2283.817,100.7,2291.893865123101
2018-09-11,2283.2,2286.91,2295.76,2275.13,46.690533025310216,0.2398525450548732,2285.5545,100.7,2291.0668618816267
2018-09-12,2282.92,2286.28,2289.66,2271.0,46.59053332378461,-0.4900360512624502,2286.755,100.7,2290.291892280816
2018-09-13,2286.23,2285.28,2291.51,2281.63,48.0081530987243,-0.792256050641754,2289.0265,100.7,2289.905505094543
2018-09-14,2318.25,2304.7,2318.65,2304.15,59.27049425032872,1.5342924518458858,2292.5865000000003,100.7,2292.6017729607747
2018-09-17,2303.01,2314.55,2314.55,2295.26,53.347321793337066,2.123875552634672,2295.343,100.7,2293.591854745753
2018-09-18,2308.98,2287.73,2310.97,2287.42,55.23458507563771,3.0378352406864906,2297.289,100.7,2295.055650862365
2018-09-19,2308.46,2319.22,2319.22,2301.79,55.02578250879558,3.6777998368447697,2299.0455,100.7,2296.3307385281746
2018-09-20,2323.45,2314.41,2334.04,2311.56,59.74945204298278,5.333067827147715,2301.088,100.7,2298.910456159634
2018-09-21,2339.17,2332.04,2339.17,2325.12,64.01761884096304,7.823171604995423,2303.386,100.7,2302.740142126097
2018-09-27,2355.43,2331.7,2355.43,2331.7,67.81884646207249,10.982048677611148,2306.1925,100.7,2307.752260745094
2018-09-28,2343.07,2356.13,2356.62,2337.47,62.42069358740781,12.345817909118525,2308.19,100.7,2311.1118579359627
2018-10-01,2338.88,2349.64,2352.11,2333.32,60.65805411762466,12.939359980422978,2309.6825,99.9,2313.7533002831256
2018-10-02,2309.57,2338.28,2341.55,2308.9,50.017921919255045,10.91880906785036,2309.7935,99.9,2313.355364170105
2018-10-04,2274.49,2311.06,2311.06,2270.22,40.79455996276502,6.412920927597497,2307.3740000000003,99.9,2309.6582994359915
2018-10-05,2267.52,2269.94,2278.12,2250.99,39.24603822170856,2.253573570674689,2305.3985,99.9,2305.649896990089
2018-10-08,2253.83,2258.73,2273.71,2253.83,36.32911358201024,-2.1229358807113385,2302.304,99.9,2300.720533332283
2018-10-10,2228.61,2256.03,2257.52,2222.95,31.66063542756117,-7.539483902387928,2299.146,99.9,2293.861024475654
2018-10-11,2129.67,2176.16,2186.69,2129.67,20.52000946334796,-19.58994763558212,2291.249,99.9,2278.242366083822
2018-10-12,2161.85,2131.66,2173.01,2129.13,29.241083221158704,-26.240881356625323,2285.2625,99.9,2267.170551341904
2018-10-15,2145.12,2155.34,2159.23,2141.28,27.548666458166025,-32.48727237617095,2278.0855,99.9,2255.560502168804
2018-10-16,2145.12,2156.0,2161.76,2140.19,27.548666458166025,-37.010943147881335,2271.1815,99.9,2245.054858017392
2018-10-17,2167.51,2169.44,2182.77,2159.37,33.52077041195247,-38.34725565394638,2265.411,99.9,2237.678409449119
2018-10-18,2148.31,2158.8,2168.01,2146.61,31.14958731233689,-40.488842310790005,2258.5150000000003,99.9,2229.177246473465
2018-10-19,2156.26,2130.06,2158.78,2117.62,33.25492097390726,-41.07112425206833,2250.4155,99.9,2222.240999092227
2018-10-22,2161.71,2143.08,2163.21,2136.92,34.72842901166739,-40.62452321743376,2243.3505,99.9,2216.4829925266613
2018-10-23,2106.1,2147.3,2148.8,2094.69,27.948403368978266,-44.24778994850431,2233.2065,99.9,2205.982818975471
2018-10-24,2097.58,2119.19,2121.36,2092.1,27.076224251862,-47.2619414905289,2222.6625,99.9,2195.67100927883
2018-10-25,2063.3,2046.67,2066.06,2033.81,23.851122598044768,-51.81944550219441,2209.655,99.9,2183.0792273497595
2018-10-26,2027.15,2066.57,2066.57,2008.86,21.00917263588149,-57.68336522071104,2194.054,99.9,2168.246471764881
2018-10-29,1996.05,2026.68,2045.76,1993.77,18.92047139146328,-64.10115570991047,2176.085,99.9,2151.8662958243062
2018-10-30,2014.69,1985.95,2028.84,1985.95,23.809667389384103,-66.91189007370076,2159.666,99.9,2138.817411387542
2018-10-31,2029.69,2022.84,2030.5,2006.63,27.5935157823436,-67.15492252312333,2144.2065,99.9,2128.4366748942407
2018-11-01,2024.46,2035.11,2054.22,2023.43,27.088375580732503,-66.99724227668139,2129.951,96.5,2118.545901807965
2018-11-02,2096.0,2046.61,2096.63,2044.94,42.57446814444518,-60.40330769868024,2121.0265,96.5,2116.401224657683
2018-11-05,2076.92,2079.81,2080.49,2052.67,40.12658121164605,-56.070814138152855,2111.4965,96.5,2112.645576242742
