"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 11- 11","242.01","242.01","242.01","242.01","","-0.14%"
"2021- 11- 10","242.35","242.35","242.35","242.35","","0.81%"
"2021- 11- 09","240.41","240.41","240.41","240.41","","-0.09%"
"2021- 11- 08","240.63","240.63","240.63","240.63","","-0.73%"
"2021- 11- 05","242.40","242.40","242.40","242.40","","-0.20%"
"2021- 11- 04","242.88","242.88","242.88","242.88","","0.30%"
"2021- 11- 03","242.15","242.15","242.15","242.15","","0.14%"
"2021- 11- 02","241.80","241.80","241.80","241.80","","0.34%"
"2021- 11- 01","240.99","240.99","240.99","240.99","","0.98%"
"2021- 10- 29","238.64","238.64","238.64","238.64","","-0.68%"
"2021- 10- 28","240.28","240.28","240.28","240.28","","-0.07%"
"2021- 10- 27","240.45","240.45","240.45","240.45","","0.27%"
"2021- 10- 26","239.80","239.80","239.80","239.80","","0.32%"
"2021- 10- 25","239.04","239.04","239.04","239.04","","-0.21%"
"2021- 10- 22","239.55","239.55","239.55","239.55","","0.34%"
"2021- 10- 21","238.73","238.73","238.73","238.73","","-0.03%"
"2021- 10- 20","238.81","238.81","238.81","238.81","","0.48%"
"2021- 10- 19","237.66","237.66","237.66","237.66","","0.32%"
"2021- 10- 18","236.91","236.91","236.91","236.91","","-0.34%"
"2021- 10- 15","237.73","237.73","237.73","237.73","","0.59%"
"2021- 10- 14","236.34","236.34","236.34","236.34","","0.63%"
"2021- 10- 13","234.86","234.86","234.86","234.86","","0.03%"
"2021- 10- 12","234.80","234.80","234.80","234.80","","0.02%"
"2021- 10- 11","234.76","234.76","234.76","234.76","","-0.65%"
"2021- 10- 08","236.29","236.29","236.29","236.29","","-0.30%"
"2021- 10- 07","237.01","237.01","237.01","237.01","","0.95%"
"2021- 10- 06","234.78","234.78","234.78","234.78","","-1.25%"
"2021- 10- 05","237.76","237.76","237.76","237.76","","0.96%"
"2021- 10- 04","235.49","235.49","235.49","235.49","","0.12%"
"2021- 10- 01","235.21","235.21","235.21","235.21","","-0.09%"
"2021- 09- 30","235.42","235.42","235.42","235.42","","-0.71%"
"2021- 09- 29","237.11","237.11","237.11","237.11","","0.41%"
"2021- 09- 28","236.15","236.15","236.15","236.15","","-1.30%"
"2021- 09- 27","239.27","239.27","239.27","239.27","","0.14%"
"2021- 09- 24","238.93","238.93","238.93","238.93","","-0.63%"
"2021- 09- 23","240.45","240.45","240.45","240.45","","0.65%"
"2021- 09- 22","238.90","238.90","238.90","238.90","","0.61%"
"2021- 09- 21","237.46","237.46","237.46","237.46","","1.09%"
"2021- 09- 20","234.91","234.91","234.91","234.91","","-1.04%"
"2021- 09- 17","237.37","237.37","237.37","237.37","","-0.91%"
"2021- 09- 16","239.55","239.55","239.55","239.55","","0.12%"
"2021- 09- 15","239.27","239.27","239.27","239.27","","-0.91%"
"2021- 09- 14","241.47","241.47","241.47","241.47","","0.18%"
"2021- 09- 13","241.04","241.04","241.04","241.04","","0.53%"
"2021- 09- 10","239.77","239.77","239.77","239.77","","-1.06%"
"2021- 09- 09","242.33","242.33","242.33","242.33","","-0.27%"
"2021- 09- 08","242.99","242.99","242.99","242.99","","-0.32%"
"2021- 09- 07","243.76","243.76","243.76","243.76","","-0.34%"
"2021- 09- 06","244.59","244.59","244.59","244.59","","0.23%"
"2021- 09- 03","244.04","244.04","244.04","244.04","","-0.46%"
"2021- 09- 02","245.16","245.16","245.16","245.16","","-0.14%"
"2021- 09- 01","245.50","245.50","245.50","245.50","","0.29%"
"2021- 08- 31","244.79","244.79","244.79","244.79","","-0.51%"
"2021- 08- 30","246.04","246.04","246.04","246.04","","0.07%"
"2021- 08- 27","245.87","245.87","245.87","245.87","","0.09%"
"2021- 08- 26","245.65","245.65","245.65","245.65","","-0.40%"
"2021- 08- 25","246.64","246.64","246.64","246.64","","-0.63%"
"2021- 08- 24","248.20","248.20","248.20","248.20","","-0.54%"
"2021- 08- 23","249.55","249.55","249.55","249.55","","0.07%"
"2021- 08- 20","249.37","249.37","249.37","249.37","","0.37%"
"2021- 08- 19","248.44","248.44","248.44","248.44","","-0.41%"
"2021- 08- 18","249.47","249.47","249.47","249.47","","0.76%"
"2021- 08- 17","247.59","247.59","247.59","247.59","","0.19%"
"2021- 08- 16","247.12","247.12","247.12","247.12","","-0.01%"
"2021- 08- 13","247.14","247.14","247.14","247.14","","0.46%"
"2021- 08- 12","246.01","246.01","246.01","246.01","","0.45%"
"2021- 08- 11","244.90","244.90","244.90","244.90","","0.67%"
"2021- 08- 10","243.26","243.26","243.26","243.26","","0.14%"
"2021- 08- 09","242.93","242.93","242.93","242.93","","0.38%"
"2021- 08- 06","242.00","242.00","242.00","242.00","","0.28%"
"2021- 08- 05","241.33","241.33","241.33","241.33","","0.17%"
"2021- 08- 04","240.91","240.91","240.91","240.91","","0.24%"
"2021- 08- 03","240.33","240.33","240.33","240.33","","0.53%"
"2021- 08- 02","239.07","239.07","239.07","239.07","","0.47%"
"2021- 07- 30","237.94","237.94","237.94","237.94","","-0.75%"
"2021- 07- 29","239.74","239.74","239.74","239.74","","0.31%"
"2021- 07- 28","238.99","238.99","238.99","238.99","","0.32%"
"2021- 07- 27","238.22","238.22","238.22","238.22","","-0.17%"
"2021- 07- 26","238.63","238.63","238.63","238.63","","-0.39%"
"2021- 07- 23","239.57","239.57","239.57","239.57","","0.87%"
"2021- 07- 22","237.51","237.51","237.51","237.51","","0.65%"
"2021- 07- 21","235.97","235.97","235.97","235.97","","1.34%"
"2021- 07- 20","232.84","232.84","232.84","232.84","","0.18%"
"2021- 07- 19","232.43","232.43","232.43","232.43","","-2.11%"
"2021- 07- 16","237.43","237.43","237.43","237.43","","0.20%"
"2021- 07- 15","236.96","236.96","236.96","236.96","","-0.67%"
"2021- 07- 14","238.57","238.57","238.57","238.57","","-0.23%"
"2021- 07- 13","239.12","239.12","239.12","239.12","","-0.04%"
"2021- 07- 12","239.21","239.21","239.21","239.21","","0.99%"
"2021- 07- 09","236.86","236.86","236.86","236.86","","1.02%"
"2021- 07- 08","234.47","234.47","234.47","234.47","","-1.46%"
"2021- 07- 07","237.94","237.94","237.94","237.94","","0.95%"
"2021- 07- 06","235.71","235.71","235.71","235.71","","-0.31%"
"2021- 07- 05","236.45","236.45","236.45","236.45","","0.34%"
"2021- 07- 02","235.65","235.65","235.65","235.65","","0.20%"
"2021- 07- 01","235.19","235.19","235.19","235.19","","0.61%"
"2021- 06- 30","233.76","233.76","233.76","233.76","","-0.66%"
"2021- 06- 29","235.31","235.31","235.31","235.31","","0.19%"
"2021- 06- 28","234.86","234.86","234.86","234.86","","-0.17%"
"2021- 06- 25","235.27","235.27","235.27","235.27","","-0.06%"
"2021- 06- 24","235.41","235.41","235.41","235.41","","0.84%"
"2021- 06- 23","233.46","233.46","233.46","233.46","","-1.10%"
"2021- 06- 22","236.06","236.06","236.06","236.06","","-0.03%"
"2021- 06- 21","236.12","236.12","236.12","236.12","","0.46%"
"2021- 06- 18","235.05","235.05","235.05","235.05","","-1.46%"
"2021- 06- 17","238.53","238.53","238.53","238.53","","-0.19%"
"2021- 06- 16","238.98","238.98","238.98","238.98","","0.14%"
"2021- 06- 15","238.64","238.64","238.64","238.64","","0.21%"
"2021- 06- 14","238.14","238.14","238.14","238.14","","0.19%"
"2021- 06- 11","237.69","237.69","237.69","237.69","","0.38%"
"2021- 06- 10","236.78","236.78","236.78","236.78","","-0.08%"
"2021- 06- 09","236.98","236.98","236.98","236.98","","-0.33%"
"2021- 06- 08","237.77","237.77","237.77","237.77","","-0.07%"
"2021- 06- 07","237.93","237.93","237.93","237.93","","0.46%"
"2021- 06- 04","236.84","236.84","236.84","236.84","","0.13%"
"2021- 06- 03","236.54","236.54","236.54","236.54","","0.31%"
"2021- 06- 02","235.82","235.82","235.82","235.82","","0.23%"
"2021- 06- 01","235.28","235.28","235.28","235.28","","0.57%"
"2021- 05- 31","233.94","233.94","233.94","233.94","","-0.64%"
"2021- 05- 28","235.44","235.44","235.44","235.44","","0.42%"
