"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 05- 27","234.46","234.46","234.46","234.46","","0.19%"
"2021- 05- 26","234.02","234.02","234.02","234.02","","-0.23%"
"2021- 05- 25","234.56","234.56","234.56","234.56","","-0.32%"
"2021- 05- 24","235.32","235.32","235.32","235.32","","0.09%"
"2021- 05- 21","235.11","235.11","235.11","235.11","","0.61%"
"2021- 05- 20","233.69","233.69","233.69","233.69","","0.91%"
"2021- 05- 19","231.58","231.58","231.58","231.58","","-1.33%"
"2021- 05- 18","234.69","234.69","234.69","234.69","","0.06%"
"2021- 05- 17","234.56","234.56","234.56","234.56","","0.30%"
"2021- 05- 14","233.86","233.86","233.86","233.86","","0.93%"
"2021- 05- 13","231.71","231.71","231.71","231.71","","0.08%"
"2021- 05- 12","231.52","231.52","231.52","231.52","","0.68%"
"2021- 05- 11","229.96","229.96","229.96","229.96","","-1.79%"
"2021- 05- 10","234.14","234.14","234.14","234.14","","0.79%"
"2021- 05- 07","232.30","232.30","232.30","232.30","","0.54%"
"2021- 05- 06","231.06","231.06","231.06","231.06","","0.63%"
"2021- 05- 05","229.61","229.61","229.61","229.61","","1.68%"
"2021- 05- 04","225.82","225.82","225.82","225.82","","-0.91%"
"2021- 05- 03","227.89","227.89","227.89","227.89","","0.65%"
"2021- 04- 30","226.42","226.42","226.42","226.42","","-0.10%"
"2021- 04- 29","226.65","226.65","226.65","226.65","","-0.24%"
"2021- 04- 28","227.20","227.20","227.20","227.20","","0.19%"
"2021- 04- 27","226.76","226.76","226.76","226.76","","-0.26%"
"2021- 04- 26","227.36","227.36","227.36","227.36","","0.05%"
"2021- 04- 23","227.25","227.25","227.25","227.25","","0.05%"
"2021- 04- 22","227.14","227.14","227.14","227.14","","0.46%"
"2021- 04- 21","226.09","226.09","226.09","226.09","","0.40%"
"2021- 04- 20","225.19","225.19","225.19","225.19","","-1.16%"
"2021- 04- 19","227.83","227.83","227.83","227.83","","0.35%"
"2021- 04- 16","227.03","227.03","227.03","227.03","","0.95%"
"2021- 04- 15","224.89","224.89","224.89","224.89","","-0.02%"
"2021- 04- 14","224.94","224.94","224.94","224.94","","-0.59%"
"2021- 04- 13","226.28","226.28","226.28","226.28","","-0.02%"
"2021- 04- 12","226.33","226.33","226.33","226.33","","0.11%"
"2021- 04- 09","226.09","226.09","226.09","226.09","","-0.18%"
"2021- 04- 08","226.49","226.49","226.49","226.49","","-0.04%"
"2021- 04- 07","226.57","226.57","226.57","226.57","","0.42%"
"2021- 04- 06","225.63","225.63","225.63","225.63","","0.44%"
"2021- 04- 01","224.65","224.65","224.65","224.65","","0.15%"
"2021- 03- 31","224.31","224.31","224.31","224.31","","-0.27%"
"2021- 03- 30","224.91","224.91","224.91","224.91","","0.55%"
"2021- 03- 29","223.69","223.69","223.69","223.69","","0.59%"
"2021- 03- 26","222.37","222.37","222.37","222.37","","0.54%"
"2021- 03- 25","221.18","221.18","221.18","221.18","","0.34%"
"2021- 03- 24","220.43","220.43","220.43","220.43","","0.05%"
"2021- 03- 23","220.32","220.32","220.32","220.32","","0.41%"
"2021- 03- 22","219.42","219.42","219.42","219.42","","-0.23%"
"2021- 03- 19","219.92","219.92","219.92","219.92","","-0.14%"
"2021- 03- 18","220.22","220.22","220.22","220.22","","0.72%"
"2021- 03- 17","218.64","218.64","218.64","218.64","","-0.16%"
"2021- 03- 16","219.00","219.00","219.00","219.00","","0.01%"
"2021- 03- 15","218.98","218.98","218.98","218.98","","-0.19%"
"2021- 03- 12","219.40","219.40","219.40","219.40","","0.36%"
"2021- 03- 11","218.61","218.61","218.61","218.61","","0.06%"
"2021- 03- 10","218.48","218.48","218.48","218.48","","0.88%"
"2021- 03- 09","216.58","216.58","216.58","216.58","","0.14%"
"2021- 03- 08","216.27","216.27","216.27","216.27","","2.27%"
"2021- 03- 05","211.46","211.46","211.46","211.46","","-0.39%"
"2021- 03- 04","212.29","212.29","212.29","212.29","","0.36%"
"2021- 03- 03","211.53","211.53","211.53","211.53","","0.06%"
"2021- 03- 02","211.41","211.41","211.41","211.41","","0.49%"
"2021- 03- 01","210.37","210.37","210.37","210.37","","1.49%"
"2021- 02- 26","207.29","207.29","207.29","207.29","","-1.47%"
"2021- 02- 25","210.38","210.38","210.38","210.38","","0.00%"
"2021- 02- 24","210.38","210.38","210.38","210.38","","0.57%"
"2021- 02- 23","209.18","209.18","209.18","209.18","","-0.31%"
"2021- 02- 22","209.84","209.84","209.84","209.84","","0.09%"
"2021- 02- 19","209.66","209.66","209.66","209.66","","0.57%"
"2021- 02- 18","208.48","208.48","208.48","208.48","","-1.07%"
"2021- 02- 17","210.73","210.73","210.73","210.73","","-0.39%"
"2021- 02- 16","211.56","211.56","211.56","211.56","","-0.44%"
"2021- 02- 15","212.49","212.49","212.49","212.49","","1.66%"
"2021- 02- 12","209.03","209.03","209.03","209.03","","0.12%"
"2021- 02- 11","208.77","208.77","208.77","208.77","","0.31%"
"2021- 02- 10","208.12","208.12","208.12","208.12","","0.15%"
"2021- 02- 09","207.80","207.80","207.80","207.80","","-0.33%"
"2021- 02- 08","208.48","208.48","208.48","208.48","","-0.09%"
"2021- 02- 05","208.66","208.66","208.66","208.66","","0.06%"
"2021- 02- 04","208.53","208.53","208.53","208.53","","0.61%"
"2021- 02- 03","207.26","207.26","207.26","207.26","","0.74%"
"2021- 02- 02","205.74","205.74","205.74","205.74","","0.69%"
"2021- 02- 01","204.33","204.33","204.33","204.33","","0.94%"
"2021- 01- 29","202.43","202.43","202.43","202.43","","-1.70%"
"2021- 01- 28","205.93","205.93","205.93","205.93","","0.33%"
"2021- 01- 27","205.25","205.25","205.25","205.25","","-1.01%"
"2021- 01- 26","207.35","207.35","207.35","207.35","","0.87%"
"2021- 01- 25","205.56","205.56","205.56","205.56","","-0.93%"
"2021- 01- 22","207.49","207.49","207.49","207.49","","-0.84%"
"2021- 01- 21","209.24","209.24","209.24","209.24","","-0.38%"
"2021- 01- 20","210.03","210.03","210.03","210.03","","0.40%"
"2021- 01- 19","209.19","209.19","209.19","209.19","","-0.03%"
"2021- 01- 18","209.25","209.25","209.25","209.25","","-0.24%"
"2021- 01- 15","209.75","209.75","209.75","209.75","","-0.60%"
"2021- 01- 14","211.01","211.01","211.01","211.01","","0.17%"
"2021- 01- 13","210.66","210.66","210.66","210.66","","0.85%"
"2021- 01- 12","208.89","208.89","208.89","208.89","","-0.10%"
"2021- 01- 11","209.10","209.10","209.10","209.10","","-0.73%"
"2021- 01- 08","210.64","210.64","210.64","210.64","","0.01%"
"2021- 01- 07","210.61","210.61","210.61","210.61","","0.75%"
"2021- 01- 06","209.04","209.04","209.04","209.04","","2.21%"
"2021- 01- 05","204.52","204.52","204.52","204.52","","-0.65%"
"2021- 01- 04","205.85","205.85","205.85","205.85","","1.00%"
"2020- 12- 31","203.82","203.82","203.82","203.82","","-0.43%"
"2020- 12- 30","204.69","204.69","204.69","204.69","","-0.48%"
"2020- 12- 29","205.68","205.68","205.68","205.68","","0.07%"
"2020- 12- 28","205.54","205.54","205.54","205.54","","1.10%"
"2020- 12- 24","203.30","203.30","203.30","203.30","","0.09%"
"2020- 12- 23","203.11","203.11","203.11","203.11","","1.14%"
"2020- 12- 22","200.83","200.83","200.83","200.83","","1.03%"
"2020- 12- 21","198.79","198.79","198.79","198.79","","-2.84%"
"2020- 12- 18","204.61","204.61","204.61","204.61","","0.09%"
"2020- 12- 17","204.42","204.42","204.42","204.42","","0.20%"
"2020- 12- 16","204.02","204.02","204.02","204.02","","1.12%"
"2020- 12- 15","201.76","201.76","201.76","201.76","","-0.21%"
"2020- 12- 14","202.19","202.19","202.19","202.19","","0.64%"
"2020- 12- 11","200.90","200.90","200.90","200.90","","-1.29%"
"2020- 12- 10","203.52","203.52","203.52","203.52","","-0.06%"
"2020- 12- 09","203.65","203.65","203.65","203.65","","0.48%"
"2020- 12- 08","202.68","202.68","202.68","202.68","","0.06%"
"2020- 12- 07","202.55","202.55","202.55","202.55","","-0.11%"
"2020- 12- 04","202.77","202.77","202.77","202.77","","0.19%"
"2020- 12- 03","202.39","202.39","202.39","202.39","","-0.79%"
"2020- 12- 02","204.01","204.01","204.01","204.01","","-0.17%"
"2020- 12- 01","204.36","204.37","204.37","204.36","","0.04%"
"2020- 11- 30","204.28","204.28","204.28","204.28","","-0.75%"
"2020- 11- 27","205.83","205.83","205.83","205.83","","0.57%"
"2020- 11- 26","204.67","204.67","204.67","204.67","","0.14%"
"2020- 11- 25","204.39","204.39","204.39","204.39","","0.64%"
"2020- 11- 24","203.10","203.10","203.10","203.10","","1.47%"
"2020- 11- 23","200.16","200.16","200.16","200.16","","-0.68%"
"2020- 11- 20","201.54","201.54","201.54","201.54","","0.50%"
"2020- 11- 19","200.53","200.53","200.53","200.53","","-0.79%"
"2020- 11- 18","202.12","202.12","202.12","202.12","","0.39%"
"2020- 11- 17","201.33","201.33","201.33","201.33","","0.01%"
"2020- 11- 16","201.30","201.30","201.30","201.30","","0.61%"
"2020- 11- 13","200.08","200.08","200.08","200.08","","0.19%"
"2020- 11- 12","199.70","199.70","199.70","199.70","","-0.61%"
"2020- 11- 11","200.92","200.92","200.92","200.92","","0.54%"
"2020- 11- 10","199.84","199.84","199.84","199.84","","1.09%"
"2020- 11- 09","197.69","197.69","197.69","197.69","","4.07%"
"2020- 11- 06","189.95","189.95","189.95","189.95","","-0.38%"
"2020- 11- 05","190.68","190.68","190.68","190.68","","0.86%"
"2020- 11- 04","189.06","189.06","189.06","189.06","","1.40%"
"2020- 11- 03","186.45","186.45","186.45","186.45","","1.87%"
"2020- 11- 02","183.02","183.02","183.02","183.02","","1.90%"
"2020- 10- 30","179.61","179.61","179.61","179.61","","0.07%"
"2020- 10- 29","179.49","179.49","179.49","179.49","","-0.12%"
"2020- 10- 28","179.70","179.70","179.70","179.70","","-3.17%"
"2020- 10- 27","185.58","185.58","185.58","185.58","","-1.39%"
"2020- 10- 26","188.19","188.19","188.19","188.19","","-1.27%"
"2020- 10- 23","190.61","190.61","190.61","190.61","","0.63%"
"2020- 10- 22","189.41","189.41","189.41","189.41","","-0.26%"
"2020- 10- 21","189.90","189.90","189.90","189.90","","-1.27%"
"2020- 10- 20","192.34","192.34","192.34","192.34","","-0.36%"
"2020- 10- 19","193.03","192.97","193.03","192.89","","-0.23%"
"2020- 10- 16","193.48","193.48","193.48","193.48","","0.64%"
"2020- 10- 15","192.25","192.25","192.25","192.25","","-1.99%"
"2020- 10- 14","196.15","196.15","196.15","196.15","","0.32%"
"2020- 10- 13","195.52","195.52","195.52","195.52","","-0.43%"
"2020- 10- 12","196.36","196.36","196.36","196.36","","0.65%"
"2020- 10- 09","195.10","195.10","195.10","195.10","","0.21%"
"2020- 10- 08","194.69","194.69","194.69","194.69","","0.71%"
"2020- 10- 07","193.32","193.32","193.32","193.32","","-0.14%"
"2020- 10- 06","193.60","193.60","193.60","193.60","","0.26%"
"2020- 10- 05","193.09","193.09","193.09","193.09","","1.24%"
"2020- 10- 02","190.73","190.73","190.73","190.73","","0.26%"
"2020- 10- 01","190.24","190.24","190.24","190.24","","-0.24%"
"2020- 09- 30","190.70","190.70","190.70","190.70","","-0.24%"
"2020- 09- 29","191.15","191.15","191.15","191.15","","-0.71%"
"2020- 09- 28","192.52","192.52","192.52","192.52","","2.24%"
"2020- 09- 25","188.31","188.31","188.31","188.31","","-0.45%"
"2020- 09- 24","189.17","189.17","189.17","189.17","","-0.55%"
"2020- 09- 23","190.22","190.22","190.22","190.22","","0.27%"
"2020- 09- 22","189.70","189.70","189.70","189.70","","0.06%"
"2020- 09- 21","189.58","189.58","189.58","189.58","","-3.11%"
"2020- 09- 18","195.66","195.66","195.66","195.66","","-0.90%"
"2020- 09- 17","197.44","197.44","197.44","197.44","","-0.50%"
"2020- 09- 16","198.44","198.44","198.44","198.44","","0.61%"
"2020- 09- 15","197.23","197.23","197.23","197.23","","0.76%"
"2020- 09- 14","195.75","195.75","195.75","195.75","","-0.41%"
"2020- 09- 11","196.56","196.56","196.56","196.56","","0.14%"
"2020- 09- 10","196.28","196.28","196.28","196.28","","-0.47%"
"2020- 09- 09","197.21","197.21","197.21","197.21","","2.07%"
"2020- 09- 08","193.22","193.22","193.22","193.22","","-0.84%"
"2020- 09- 07","194.85","194.85","194.85","194.85","","1.41%"
"2020- 09- 04","192.14","192.14","192.14","192.14","","-1.30%"
"2020- 09- 03","194.68","194.68","194.68","194.68","","-0.32%"
"2020- 09- 02","195.30","195.30","195.30","195.30","","1.47%"
"2020- 09- 01","192.47","192.47","192.47","192.47","","-0.29%"
"2020- 08- 31","193.03","193.03","193.03","193.03","","-0.71%"
"2020- 08- 28","194.42","194.42","194.42","194.42","","-0.68%"
"2020- 08- 27","195.75","195.75","195.75","195.75","","-0.76%"
"2020- 08- 26","197.25","197.25","197.25","197.25","","0.33%"
"2020- 08- 25","196.61","196.61","196.61","196.61","","-0.23%"
"2020- 08- 24","197.06","197.06","197.06","197.06","","1.95%"
"2020- 08- 21","193.30","193.30","193.30","193.30","","-0.19%"
"2020- 08- 20","193.66","193.66","193.66","193.66","","-1.08%"
"2020- 08- 19","195.77","195.77","195.77","195.77","","0.82%"
"2020- 08- 18","194.18","194.18","194.18","194.18","","-0.42%"
"2020- 08- 17","194.99","194.99","194.99","194.99","","-0.08%"
"2020- 08- 14","195.15","195.15","195.15","195.15","","-0.95%"
"2020- 08- 13","197.02","197.02","197.02","197.02","","-0.53%"
"2020- 08- 12","198.06","198.06","198.06","198.06","","1.14%"
"2020- 08- 11","195.82","195.82","195.82","195.82","","1.52%"
"2020- 08- 10","192.88","192.88","192.88","192.88","","0.51%"
"2020- 08- 07","191.90","191.90","191.90","191.90","","0.37%"
"2020- 08- 06","191.20","191.20","191.20","191.20","","-0.72%"
"2020- 08- 05","192.59","192.59","192.59","192.59","","0.30%"
"2020- 08- 04","192.02","192.02","192.02","192.02","","-0.18%"
"2020- 08- 03","192.37","192.37","192.37","192.37","","1.92%"
"2020- 07- 31","188.74","188.74","188.74","188.74","","-0.52%"
"2020- 07- 30","189.73","189.73","189.73","189.73","","-2.93%"
"2020- 07- 29","195.45","195.45","195.45","195.45","","0.07%"
"2020- 07- 28","195.31","195.31","195.31","195.31","","0.33%"
"2020- 07- 27","194.66","194.66","194.66","194.66","","-0.79%"
"2020- 07- 24","196.21","196.21","196.21","196.21","","-1.31%"
"2020- 07- 23","198.82","198.82","198.82","198.82","","-0.08%"
"2020- 07- 22","198.97","198.97","198.97","198.97","","-0.74%"
"2020- 07- 21","200.45","200.45","200.45","200.45","","0.37%"
"2020- 07- 20","199.71","199.71","199.71","199.71","","0.70%"
"2020- 07- 17","198.33","198.33","198.33","198.33","","0.18%"
"2020- 07- 16","197.98","197.98","197.98","197.98","","0.07%"
"2020- 07- 15","197.85","197.85","197.85","197.85","","0.81%"
"2020- 07- 14","196.27","196.27","196.27","196.27","","0.19%"
"2020- 07- 13","195.90","195.90","195.90","195.90","","1.20%"
"2020- 07- 10","193.57","193.57","193.57","193.57","","0.73%"
"2020- 07- 09","192.17","192.17","192.17","192.17","","-1.02%"
"2020- 07- 08","194.16","194.16","194.16","194.16","","-0.59%"
"2020- 07- 07","195.31","195.31","195.31","195.31","","-0.86%"
"2020- 07- 06","197.01","197.01","197.01","197.01","","1.10%"
"2020- 07- 03","194.86","194.86","194.86","194.86","","-0.79%"
"2020- 07- 02","196.41","196.41","196.41","196.41","","2.21%"
"2020- 07- 01","192.16","192.16","192.16","192.16","","-0.04%"
"2020- 06- 30","192.24","192.24","192.24","192.24","","-0.14%"
"2020- 06- 29","192.51","192.51","192.51","192.51","","0.77%"
"2020- 06- 26","191.03","191.03","191.03","191.03","","-0.47%"
"2020- 06- 25","191.93","191.93","191.93","191.93","","0.29%"
"2020- 06- 24","191.37","191.37","191.37","191.37","","-2.35%"
"2020- 06- 23","195.97","195.97","195.97","195.97","","1.31%"
"2020- 06- 22","193.43","193.43","193.43","193.43","","-0.99%"
"2020- 06- 19","195.37","195.37","195.37","195.37","","0.21%"
"2020- 06- 18","194.96","194.96","194.96","194.96","","-0.33%"
"2020- 06- 17","195.60","195.60","195.60","195.60","","-0.02%"
"2020- 06- 16","195.63","195.63","195.63","195.63","","3.00%"
"2020- 06- 15","189.93","189.93","189.93","189.93","","0.17%"
"2020- 06- 12","189.61","189.61","189.61","189.61","","0.54%"
"2020- 06- 11","188.60","188.60","188.60","188.60","","-4.10%"
"2020- 06- 10","196.67","196.67","196.67","196.67","","-0.93%"
"2020- 06- 09","198.51","198.51","198.51","198.51","","-1.53%"
"2020- 06- 08","201.60","201.60","201.60","201.60","","0.02%"
"2020- 06- 05","201.55","201.55","201.55","201.55","","2.41%"
"2020- 06- 04","196.80","196.80","196.80","196.80","","-0.01%"
"2020- 06- 03","196.82","196.82","196.82","196.82","","3.55%"
"2020- 06- 02","190.07","190.07","190.07","190.07","","2.64%"
"2020- 06- 01","185.18","185.18","185.18","185.18","","1.39%"
"2020- 05- 29","182.64","182.64","182.64","182.64","","-1.66%"
"2020- 05- 28","185.73","185.73","185.73","185.73","","1.49%"
"2020- 05- 27","183.00","183.00","183.00","183.00","","1.27%"
"2020- 05- 26","180.70","180.70","180.70","180.70","","1.07%"
"2020- 05- 25","178.79","178.79","178.79","178.79","","1.86%"
"2020- 05- 22","175.53","175.53","175.53","175.53","","0.63%"
"2020- 05- 21","174.43","174.43","174.43","174.43","","-1.01%"
"2020- 05- 20","176.21","176.21","176.21","176.21","","1.17%"
"2020- 05- 19","174.17","174.17","174.17","174.17","","-1.25%"
"2020- 05- 18","176.37","176.37","176.37","176.37","","4.10%"
"2020- 05- 15","169.42","169.42","169.42","169.42","","0.31%"
"2020- 05- 14","168.90","168.90","168.90","168.90","","-2.04%"
"2020- 05- 13","172.42","172.42","172.42","172.42","","-2.23%"
"2020- 05- 12","176.35","176.35","176.35","176.35","","0.59%"
"2020- 05- 11","175.31","175.31","175.31","175.31","","-0.48%"
"2020- 05- 08","176.15","176.15","176.15","176.15","","0.51%"
"2020- 05- 07","175.26","175.26","175.26","175.26","","1.00%"
"2020- 05- 06","173.52","173.52","173.52","173.52","","-1.15%"
"2020- 05- 05","175.54","175.54","175.54","175.54","","2.63%"
"2020- 05- 04","171.04","171.04","171.04","171.04","","-3.04%"
"2020- 05- 01","176.41","176.41","176.41","176.41","","0.00%"
"2020- 04- 30","176.41","176.41","176.41","176.41","","-1.75%"
"2020- 04- 29","179.55","179.55","179.55","179.55","","1.90%"
"2020- 04- 28","176.21","176.21","176.21","176.21","","1.79%"
"2020- 04- 27","173.11","173.11","173.11","173.11","","2.34%"
"2020- 04- 24","169.15","169.15","169.15","169.15","","-0.93%"
"2020- 04- 23","170.73","170.73","170.73","170.73","","0.84%"
"2020- 04- 22","169.31","169.31","169.31","169.31","","1.78%"
"2020- 04- 21","166.35","166.35","166.35","166.35","","-2.98%"
"2020- 04- 20","171.46","171.46","171.46","171.46","","0.56%"
"2020- 04- 17","170.51","170.51","170.51","170.51","","2.10%"
"2020- 04- 16","167.01","167.01","167.01","167.01","","0.01%"
"2020- 04- 15","167.00","167.00","167.00","167.00","","-3.33%"
"2020- 04- 14","172.76","172.76","172.76","172.76","","-0.48%"
"2020- 04- 09","173.60","173.60","173.60","173.60","","1.56%"
"2020- 04- 08","170.93","170.93","170.93","170.93","","-0.37%"
"2020- 04- 07","171.56","171.56","171.56","171.56","","2.09%"
"2020- 04- 06","168.04","168.04","168.04","168.04","","3.52%"
"2020- 04- 03","162.32","162.32","162.32","162.32","","-1.42%"
"2020- 04- 02","164.65","164.65","164.65","164.65","","1.51%"
"2020- 04- 01","162.20","162.20","162.20","162.20","","-3.03%"
"2020- 03- 31","167.27","167.27","167.27","167.27","","1.54%"
"2020- 03- 30","164.73","164.73","164.73","164.73","","1.69%"
"2020- 03- 27","161.99","161.99","161.99","161.99","","-2.61%"
"2020- 03- 26","166.33","166.33","166.33","166.33","","1.58%"
"2020- 03- 25","163.74","163.74","163.74","163.74","","1.24%"
"2020- 03- 24","161.73","161.73","161.73","161.73","","8.38%"
"2020- 03- 23","149.22","149.22","149.22","149.22","","-2.19%"
"2020- 03- 20","152.56","152.56","152.56","152.56","","1.23%"
"2020- 03- 19","150.70","150.70","150.70","150.70","","2.61%"
"2020- 03- 18","146.87","146.87","146.87","146.87","","-2.13%"
"2020- 03- 17","150.06","150.06","150.06","150.06","","3.21%"
"2020- 03- 16","145.39","145.39","145.39","145.39","","-6.04%"
"2020- 03- 13","154.74","154.74","154.74","154.74","","1.67%"
"2020- 03- 12","152.20","152.20","152.20","152.20","","-13.26%"
"2020- 03- 11","175.46","175.46","175.46","175.46","","-0.20%"
"2020- 03- 10","175.81","175.81","175.81","175.81","","-2.14%"
"2020- 03- 09","179.65","179.65","179.65","179.65","","-8.24%"
"2020- 03- 06","195.78","195.78","195.78","195.78","","-3.20%"
"2020- 03- 05","202.26","202.26","202.26","202.26","","-1.42%"
"2020- 03- 04","205.18","205.18","205.18","205.18","","1.90%"
"2020- 03- 03","201.36","201.36","201.36","201.36","","0.85%"
"2020- 03- 02","199.67","199.67","199.67","199.67","","0.04%"
"2020- 02- 28","199.60","199.60","199.60","199.60","","-3.99%"
"2020- 02- 27","207.90","207.90","207.90","207.90","","-2.88%"
"2020- 02- 26","214.07","214.07","214.07","214.07","","0.21%"
"2020- 02- 25","213.62","213.62","213.62","213.62","","-2.01%"
"2020- 02- 24","218.01","218.01","218.01","218.01","","-3.64%"
"2020- 02- 21","226.25","226.25","226.25","226.25","","-0.79%"
"2020- 02- 20","228.06","228.06","228.06","228.06","","-0.83%"
"2020- 02- 19","229.96","229.96","229.96","229.96","","0.33%"
"2020- 02- 18","229.21","229.21","229.21","229.21","","-0.27%"
"2020- 02- 17","229.84","229.84","229.84","229.84","","0.67%"
"2020- 02- 14","228.31","228.31","228.31","228.31","","0.21%"
"2020- 02- 13","227.84","227.84","227.84","227.84","","0.11%"
"2020- 02- 12","227.58","227.58","227.58","227.58","","0.94%"
"2020- 02- 11","225.47","225.47","225.47","225.47","","0.56%"
"2020- 02- 10","224.22","224.22","224.22","224.22","","-0.02%"
"2020- 02- 07","224.26","224.26","224.26","224.26","","-0.17%"
"2020- 02- 06","224.64","224.64","224.64","224.64","","0.37%"
"2020- 02- 05","223.81","223.81","223.81","223.81","","1.27%"
"2020- 02- 04","221.01","221.01","221.01","221.01","","1.27%"
"2020- 02- 03","218.23","218.23","218.23","218.23","","0.35%"
"2020- 01- 31","217.47","217.47","217.47","217.47","","-1.22%"
"2020- 01- 30","220.15","220.15","220.15","220.15","","-1.07%"
"2020- 01- 29","222.52","222.52","222.52","222.52","","0.21%"
"2020- 01- 28","222.05","222.05","222.05","222.05","","1.13%"
"2020- 01- 27","219.56","219.56","219.56","219.56","","-2.01%"
"2020- 01- 24","224.07","224.07","224.07","224.07","","0.91%"
"2020- 01- 23","222.04","222.04","222.04","222.04","","-0.81%"
"2020- 01- 22","223.86","223.86","223.86","223.86","","-0.32%"
"2020- 01- 21","224.58","224.58","224.58","224.58","","-0.22%"
"2020- 01- 20","225.08","225.08","225.08","225.08","","0.29%"
"2020- 01- 17","224.43","224.43","224.43","224.43","","0.62%"
"2020- 01- 16","223.05","223.05","223.05","223.05","","0.31%"
"2020- 01- 15","222.36","222.36","222.36","222.36","","-0.45%"
"2020- 01- 14","223.36","223.36","223.36","223.36","","0.11%"
"2020- 01- 13","223.12","223.12","223.12","223.12","","-0.33%"
"2020- 01- 10","223.86","223.86","223.86","223.86","","-0.04%"
"2020- 01- 09","223.94","223.94","223.94","223.94","","0.28%"
"2020- 01- 08","223.31","223.31","223.31","223.31","","-0.03%"
"2020- 01- 07","223.37","223.37","223.37","223.37","","0.24%"
"2020- 01- 06","222.83","222.83","222.83","222.83","","-0.35%"
"2020- 01- 03","223.62","223.62","223.62","223.62","","-0.46%"
"2020- 01- 02","224.66","224.66","224.66","224.66","","0.96%"
"2019- 12- 31","222.52","222.52","222.52","222.52","","-0.20%"
"2019- 12- 30","222.97","222.97","222.97","222.97","","-0.73%"
"2019- 12- 27","224.62","224.62","224.62","224.62","","0.10%"
"2019- 12- 24","224.40","224.40","224.40","224.40","","-0.01%"
"2019- 12- 23","224.43","224.43","224.43","224.43","","-0.19%"
"2019- 12- 20","224.85","224.85","224.85","224.85","","0.70%"
"2019- 12- 19","223.29","223.29","223.29","223.29","","0.13%"
"2019- 12- 18","222.99","222.99","222.99","222.99","","-0.26%"
"2019- 12- 17","223.57","223.57","223.57","223.57","","-0.04%"
"2019- 12- 16","223.66","223.66","223.66","223.66","","0.87%"
"2019- 12- 13","221.73","221.73","221.73","221.73","","0.27%"
"2019- 12- 12","221.13","221.13","221.13","221.13","","0.44%"
"2019- 12- 11","220.17","220.17","220.17","220.17","","0.13%"
"2019- 12- 10","219.88","219.88","219.88","219.88","","-0.22%"
"2019- 12- 09","220.36","220.36","220.36","220.36","","-0.34%"
"2019- 12- 06","221.11","221.11","221.11","221.11","","0.98%"
"2019- 12- 05","218.97","218.97","218.97","218.97","","-0.23%"
"2019- 12- 04","219.48","219.48","219.48","219.48","","0.87%"
"2019- 12- 03","217.58","217.58","217.58","217.58","","-0.33%"
"2019- 12- 02","218.29","218.29","218.29","218.29","","-1.62%"
"2019- 11- 29","221.89","221.89","221.89","221.89","","-0.32%"
"2019- 11- 28","222.60","222.60","222.60","222.60","","-0.29%"
"2019- 11- 27","223.25","223.25","223.25","223.25","","0.04%"
"2019- 11- 26","223.17","223.17","223.17","223.17","","-0.04%"
"2019- 11- 25","223.27","223.27","223.27","223.27","","0.41%"
"2019- 11- 22","222.36","222.36","222.36","222.36","","0.20%"
"2019- 11- 21","221.92","221.92","221.92","221.92","","-0.26%"
"2019- 11- 20","222.50","222.50","222.50","222.50","","-0.21%"
"2019- 11- 19","222.97","222.97","222.97","222.97","","-0.30%"
"2019- 11- 18","223.63","223.63","223.63","223.63","","0.00%"
"2019- 11- 15","223.63","223.63","223.63","223.63","","0.50%"
"2019- 11- 14","222.51","222.51","222.51","222.51","","-0.33%"
"2019- 11- 13","223.24","223.24","223.24","223.24","","-0.71%"
"2019- 11- 12","224.84","224.84","224.84","224.84","","0.68%"
"2019- 11- 11","223.33","223.33","223.33","223.33","","-0.08%"
"2019- 11- 08","223.50","223.50","223.50","223.50","","-0.20%"
"2019- 11- 07","223.95","223.95","223.95","223.95","","0.35%"
"2019- 11- 06","223.16","223.16","223.16","223.16","","0.44%"
"2019- 11- 05","222.19","222.19","222.19","222.19","","0.58%"
"2019- 11- 04","220.91","220.91","220.91","220.91","","1.14%"
"2019- 11- 01","218.43","218.43","218.43","218.43","","0.71%"
"2019- 10- 31","216.90","216.90","216.90","216.90","","-0.50%"
"2019- 10- 30","217.99","217.99","217.99","217.99","","-0.37%"
"2019- 10- 29","218.80","218.80","218.80","218.80","","-0.26%"
"2019- 10- 28","219.38","219.38","219.38","219.38","","-0.02%"
"2019- 10- 25","219.43","219.43","219.43","219.43","","0.11%"
"2019- 10- 24","219.18","219.18","219.18","219.18","","0.46%"
"2019- 10- 23","218.17","218.17","218.17","218.17","","0.32%"
"2019- 10- 22","217.48","217.48","217.48","217.48","","0.34%"
"2019- 10- 21","216.74","216.74","216.74","216.74","","0.55%"
"2019- 10- 18","215.56","215.56","215.56","215.56","","0.10%"
"2019- 10- 17","215.34","215.34","215.34","215.34","","0.15%"
"2019- 10- 16","215.02","215.02","215.02","215.02","","0.06%"
"2019- 10- 15","214.90","214.90","214.90","214.90","","1.30%"
"2019- 10- 14","212.14","212.14","212.14","212.14","","-0.33%"
"2019- 10- 11","212.84","212.84","212.84","212.84","","1.90%"
"2019- 10- 10","208.87","208.87","208.87","208.87","","0.77%"
