날짜,종가_gold,시가_gold,고가_gold,저가_gold,변동 %_gold,종가_PH_gold,시가_PH_gold,고가_PH_gold,저가_PH_gold,변동 %_PH_gold,종가,시가,고가,저가,거래량,변동 %,종가_dollar_c,시가_dollar_c,고가_dollar_c,저가_dollar_c,변동 %_dollar_c,종가_nasdaq_c,시가_nasdaq_c,고가_nasdaq_c,저가_nasdaq_c,거래량_nasdaq_c,변동 %_nasdaq_c,종가_silver_c,시가_silver_c,고가_silver_c,저가_silver_c,거래량_silver_c,변동 %_silver_c,종가_dj,시가_dj,고가_dj,저가_dj,거래량_dj,변동 %_dj,종가_dax,시가_dax,고가_dax,저가_dax,거래량_dax,변동 %_dax,종가_eu50,시가_eu50,고가_eu50,저가_eu50,거래량_eu50,변동 %_eu50,종가_sp,시가_sp,고가_sp,저가_sp,변동 %_sp,종가_WTI,시가_WTI,고가_WTI,저가_WTI,거래량_WTI,변동 %_WTI,종가_cow,시가_cow,고가_cow,저가_cow,거래량_cow,변동 %_cow,종가_cu,시가_cu,고가_cu,저가_cu,거래량_cu,변동 %_cu
2020-08-18,2001.2,1985.47,2015.23,1977.56,0.76,153.28,157.53,157.53,151.5,-0.77,67.7,69.8,69.81,66.76,5.31,-0.95,92.27,92.82,92.82,92.13,-0.62,11210.84,11170.75,11230.62,11103.83,736.48,0.73,28.075,27.62,28.605,27.19,213.36,1.47,27778.07,27853.48,27891.12,27668.79,277.12,-0.24,12881.76,12836.87,13052.84,12807.0,56.72,-0.3,3289.64,3301.36,3333.64,3276.02,28.15,-0.49,3389.78,3387.04,3395.06,3370.15,0.23,40.6,40.07,40.8,39.78,226.43,0.87,142.25,141.9,142.5,141.57,0.65,0.18,2.988,2.9885,3.0065,2.9735,0.28,0.56
2020-08-19,1929.82,2001.22,2006.51,1924.63,-3.57,148.49,152.04,153.34,147.71,-3.12,65.98,67.18,68.25,65.39,6.09,-2.54,92.89,92.28,93.05,92.15,0.67,11146.46,11214.8,11257.42,11132.1,752.24,-0.57,27.34,27.855,28.13,26.53,212.26,-2.62,27692.88,27811.26,27920.42,27647.67,312.95,-0.31,12977.33,12838.63,12980.7,12833.8,52.63,0.74,3317.62,3287.08,3317.84,3275.51,21.32,0.85,3374.85,3392.51,3399.54,3369.66,-0.44,39.29,40.58,40.7,38.41,379.6,-3.23,142.48,142.65,142.8,142.02,0.78,0.16,2.99,3.0,3.006,2.955,67.93,0.07
2020-08-20,1943.6,1929.28,1955.99,1925.47,0.71,150.88,147.76,151.54,147.32,1.61,67.23,65.98,67.53,65.73,4.62,1.89,92.79,92.96,93.24,92.73,-0.1,11264.95,11096.4,11283.62,11090.03,830.32,1.06,27.147,26.77,27.63,26.65,153.75,-0.71,27739.73,27622.68,27781.46,27526.25,306.05,0.17,12830.0,12829.39,12891.14,12755.52,54.74,-1.14,3273.98,3306.69,3306.69,3257.6,28.0,-1.32,3385.51,3360.48,3390.8,3354.69,0.32,40.22,39.16,40.37,38.68,340.29,2.37,141.98,142.4,142.4,141.98,0.69,-0.35,3.0325,2.9955,3.0415,2.9755,81.63,1.42
2020-08-21,1940.16,1946.96,1956.37,1911.76,-0.18,147.51,148.48,148.69,145.76,-2.23,65.57,66.74,66.74,65.22,5.43,-2.47,93.25,92.72,93.47,92.57,0.49,11311.8,11258.45,11326.21,11245.44,879.96,0.42,26.732,27.375,27.635,26.095,160.04,-1.53,27930.33,27758.13,27959.48,27686.78,374.34,0.69,12764.8,12879.45,12911.27,12633.71,72.0,-0.51,3259.75,3277.61,3292.57,3221.42,35.55,-0.43,3397.16,3386.01,3399.96,3379.31,0.34,38.72,39.9,40.47,37.61,443.44,-3.73,140.02,141.4,141.4,139.6,1.15,-1.37,2.8655,3.016,3.0465,2.854,116.11,-5.51
2020-08-24,1933.09,1938.63,1962.04,1924.28,-0.36,146.38,149.42,149.62,145.69,-0.77,65.2,66.45,66.51,64.78,4.55,-0.56,93.3,93.2,93.34,92.84,0.05,11379.72,11449.25,11462.05,11297.53,837.05,0.6,26.607,26.89,27.34,26.33,122.35,-0.47,28308.46,28077.58,28314.94,28041.75,385.44,1.35,13066.54,12945.97,13104.31,12924.7,64.18,2.36,3331.74,3269.51,3338.47,3269.51,29.47,2.21,3431.28,3418.09,3432.09,3413.13,1.0,37.05,38.6,38.65,36.63,391.43,-4.31,140.3,139.32,141.38,138.7,0.97,0.2,2.9775,2.8775,2.9865,2.8345,112.08,3.91
2020-08-25,1928.19,1932.66,1937.55,1914.31,-0.25,145.96,145.86,146.28,142.47,-0.29,64.86,65.03,65.1,63.26,4.18,-0.52,93.02,93.28,93.35,92.97,-0.3,11466.47,11370.23,11468.26,11343.04,719.87,0.76,26.273,26.655,26.855,26.13,100.45,-1.26,28248.44,28347.42,28400.74,28094.57,341.13,-0.21,13061.62,13136.77,13221.82,13060.87,55.97,-0.04,3329.71,3335.01,3373.47,3329.71,33.09,-0.06,3443.62,3435.95,3444.21,3425.84,0.36,39.22,37.0,39.72,37.0,378.58,5.86,140.13,140.48,141.55,139.13,1.35,-0.12,2.963,2.98,2.9845,2.932,56.24,-0.49
2020-08-26,1954.03,1928.66,1955.15,1902.81,1.34,150.5,144.26,150.52,144.23,3.11,65.67,64.16,65.77,63.97,4.14,1.25,93.01,93.02,93.36,92.85,-0.01,11665.06,11516.62,11672.05,11507.46,738.61,1.73,27.449,26.61,27.665,26.155,137.13,4.48,28331.92,28257.88,28353.8,28153.91,328.8,0.3,13190.15,13041.83,13192.32,13010.53,46.7,0.98,3356.76,3328.42,3357.88,3315.4,22.97,0.81,3478.73,3449.97,3481.07,3444.15,1.02,40.67,39.35,40.86,39.1,400.53,3.7,138.7,140.43,140.57,137.5,1.53,-1.02,2.9635,2.9635,2.9765,2.9205,45.41,0.02
2020-08-27,1929.2,1953.35,1976.32,1909.96,-1.27,147.49,152.11,152.6,145.37,-2.0,64.76,66.79,66.79,63.71,4.86,-1.39,93.0,92.85,93.32,92.42,0.0,11625.34,11688.2,11730.01,11551.01,773.52,-0.34,27.025,27.645,28.035,26.565,131.42,-1.54,28492.27,28384.07,28634.22,28363.93,405.09,0.57,13096.36,13206.58,13218.05,13087.37,53.03,-0.71,3331.04,3357.02,3359.14,3326.65,34.25,-0.77,3484.55,3485.14,3501.38,3468.35,0.17,39.95,39.83,40.35,39.28,433.07,-1.77,137.6,138.7,139.55,137.05,1.32,-0.79,3.033,2.927,3.055,2.9225,88.2,2.35
2020-08-28,1964.89,1929.44,1973.81,1923.71,1.85,152.85,149.61,153.69,149.44,3.63,66.71,65.78,67.09,65.28,4.47,3.01,92.37,93.02,93.1,92.2,-0.68,11695.63,11689.28,11708.77,11634.77,694.25,0.6,27.79,27.265,27.99,27.05,103.77,2.83,28653.87,28601.29,28733.35,28487.98,373.8,0.57,13033.2,13140.6,13147.24,12951.26,63.77,-0.48,3315.54,3333.19,3339.74,3296.26,34.92,-0.47,3508.01,3494.69,3509.23,3484.32,0.67,41.19,39.99,41.33,39.76,409.79,3.1,137.65,137.88,138.25,136.85,1.38,0.04,3.042,3.0315,3.0475,3.0115,60.11,0.3
2020-08-31,1970.15,1965.39,1976.53,1954.55,0.27,154.21,153.61,156.29,153.04,0.89,67.28,66.98,68.22,66.68,6.04,0.85,92.14,92.3,92.48,91.99,-0.25,11775.46,11718.81,11829.84,11697.42,940.53,0.68,28.594,27.83,28.65,27.79,91.97,2.89,28430.05,28643.66,28643.66,28363.55,519.82,-0.78,12945.38,13103.93,13148.19,12923.76,59.56,-0.67,3272.51,3320.68,3346.11,3266.55,38.08,-1.3,3500.31,3509.73,3514.77,3493.25,-0.22,40.6,41.31,41.47,40.38,331.7,-1.43,138.95,137.88,139.18,137.65,1.2,0.94,3.0825,3.042,3.098,3.039,77.72,1.33
2020-09-01,1970.49,1967.58,1992.26,1963.22,0.02,152.4,156.83,156.9,150.45,-1.17,67.02,68.49,68.55,65.86,6.15,-0.39,92.34,92.18,92.4,91.75,0.21,11939.67,11850.96,11945.72,11794.78,812.61,1.39,28.645,28.43,29.235,27.835,115.76,0.18,28645.66,28439.61,28659.26,28290.72,428.66,0.76,12974.25,13037.2,13127.28,12850.3,63.05,0.22,3277.58,3279.11,3311.4,3245.03,39.44,0.15,3526.65,3507.44,3528.03,3494.6,0.75,39.43,40.4,40.45,39.04,322.04,-2.88,138.4,138.93,139.45,137.23,1.36,-0.4,3.064,3.0795,3.093,3.052,50.42,-0.6
2020-09-02,1942.98,1969.71,1974.41,1932.75,-1.4,152.39,150.6,152.43,146.86,-0.01,67.53,66.0,67.55,64.77,7.38,0.76,92.85,92.28,92.87,92.21,0.55,12056.44,12047.26,12074.07,11836.18,903.54,0.98,27.395,28.385,28.54,27.275,126.39,-4.36,29100.5,28736.79,29162.88,28713.53,542.54,1.59,13243.43,13071.66,13303.17,13062.17,80.77,2.07,3337.77,3284.3,3358.11,3284.3,39.21,1.84,3580.84,3543.76,3588.11,3535.23,1.54,40.2,39.53,40.53,39.35,375.47,1.95,139.18,138.4,140.0,138.4,1.01,0.56,3.0445,3.0635,3.067,3.0265,60.94,-0.64
2020-09-03,1930.85,1943.0,1951.15,1921.95,-0.62,150.93,150.28,152.03,146.27,-0.96,66.13,66.86,67.05,64.76,7.15,-2.07,92.74,92.66,93.07,92.65,-0.12,11458.1,11861.9,11894.4,11361.36,1.05,-4.96,26.875,27.635,27.89,26.63,125.57,-1.9,28292.73,29090.7,29199.35,28074.76,658.29,-2.78,13057.77,13354.72,13460.46,13004.83,81.7,-1.4,3304.22,3344.21,3396.02,3285.55,41.86,-1.01,3455.06,3564.74,3564.85,3427.41,-3.51,41.04,40.19,41.16,39.82,328.3,2.09,140.0,139.5,140.23,139.35,0.47,0.59,3.0505,3.0415,3.0685,3.038,44.2,0.2
2020-09-04,1932.85,1931.51,1942.25,1916.64,0.1,149.58,149.83,150.88,144.03,-0.89,65.35,65.66,65.82,63.35,6.97,-1.18,92.72,92.8,93.24,92.66,-0.02,11313.13,11396.24,11531.18,10875.87,1.02,-1.27,26.712,26.765,27.245,26.455,114.6,-0.61,28133.31,28341.05,28539.75,27664.68,700.49,-0.56,12842.66,12916.12,13127.08,12753.69,94.28,-1.65,3260.59,3294.93,3328.76,3234.81,52.02,-1.32,3426.96,3453.6,3479.15,3349.63,-0.81,40.96,41.13,41.29,39.22,248.25,-0.19,141.5,140.82,142.0,140.13,0.66,1.07,3.0855,3.0505,3.0935,3.0245,73.52,1.15
2020-09-07,1929.18,1930.35,1941.45,1924.43,-0.19,147.98,145.4,151.05,143.2,-1.07,65.77,64.38,66.93,63.42,6.15,0.64,92.72,92.97,93.09,92.72,0.0,10847.69,10900.7,11131.5,10837.2,984.13,-4.11,26.991,27.04,27.385,25.985,139.9,1.04,27500.89,27925.23,27925.23,27464.9,587.16,-2.25,13100.28,12931.4,13117.61,12920.92,54.82,2.01,3314.07,3264.43,3320.55,3264.43,30.64,1.64,3331.84,3371.88,3379.97,3329.27,-2.78,40.88,40.88,41.05,40.08,96.49,-0.2,141.68,142.13,142.13,140.95,0.76,0.12,3.0675,3.0875,3.096,3.0555,49.49,-0.58
2020-09-08,1931.26,1929.14,1940.8,1906.57,0.11,147.98,145.4,151.05,143.2,-1.07,65.77,64.38,66.93,63.42,6.15,0.64,93.44,93.05,93.52,93.0,0.78,10847.69,10900.7,11131.5,10837.2,984.13,-4.11,27.083,26.905,27.325,26.565,60.07,0.34,27500.89,27925.23,27925.23,27464.9,587.16,-2.25,12968.33,13126.23,13147.52,12856.55,72.3,-1.01,3267.37,3314.85,3320.38,3241.61,40.32,-1.41,3331.84,3371.88,3379.97,3329.27,-2.78,40.88,40.88,41.05,40.08,96.49,-0.2,141.68,142.13,142.13,140.95,0.76,0.12,3.0675,3.0875,3.096,3.0555,49.49,-0.58
2020-09-09,1946.66,1932.26,1950.95,1920.2,0.8,154.8,149.73,155.18,149.71,4.61,68.17,66.17,68.42,66.16,5.52,3.65,93.25,93.58,93.66,93.14,-0.2,11141.56,11064.76,11217.69,10970.45,861.84,2.71,27.083,26.905,27.325,26.565,60.07,0.34,27940.47,27711.71,28206.21,27704.54,467.06,1.6,13237.21,12990.52,13257.54,12973.46,73.66,2.07,3324.83,3266.87,3332.99,3266.87,38.25,1.76,3398.96,3369.82,3424.77,3366.84,2.01,40.83,40.69,41.22,40.54,75.34,-0.12,140.5,141.9,141.9,140.38,0.58,-0.83,3.086,3.0605,3.108,3.057,53.71,0.6
2020-09-10,1954.07,1946.06,1966.5,1941.42,0.38,152.34,155.88,157.0,151.71,-1.59,66.49,68.67,68.85,66.37,4.84,-2.46,93.34,93.23,93.45,92.7,0.09,10919.59,11235.53,11299.53,10875.02,898.02,-1.99,27.291,27.185,27.755,26.865,86.96,0.77,27534.58,28022.51,28174.78,27447.08,447.59,-1.45,13208.89,13265.51,13297.71,13161.93,56.81,-0.21,3312.77,3326.28,3337.72,3300.08,37.19,-0.36,3339.19,3412.56,3425.55,3329.25,-1.76,41.46,40.65,41.7,40.25,24.52,1.54,139.93,140.3,140.85,139.4,0.77,-0.41,3.148,3.0835,3.1705,3.073,78.89,2.01
2020-09-11,1941.5,1955.2,1957.95,1937.42,-0.64,150.34,153.49,155.43,149.86,-1.31,66.22,67.12,67.63,65.81,4.07,-0.41,93.33,93.33,93.38,93.1,0.0,10853.54,11010.07,11033.04,10728.03,817.03,-0.6,26.857,27.035,27.24,26.725,60.57,-1.59,27665.64,27613.86,27828.82,27448.15,437.53,0.48,13202.84,13198.74,13255.47,13117.46,57.03,-0.05,3315.81,3312.78,3329.09,3292.42,36.52,0.09,3340.97,3352.7,3368.95,3310.47,0.05,40.03,41.22,41.59,39.78,366.9,-3.45,140.88,140.3,141.75,140.3,0.99,0.68,3.1985,3.1415,3.218,3.1405,80.17,1.6
2020-09-14,1956.37,1941.05,1962.52,1937.46,0.77,156.4,152.11,156.57,152.11,4.03,67.38,66.65,67.58,66.54,5.01,1.75,93.05,93.29,93.33,92.87,-0.3,11056.65,11010.14,11118.29,10982.26,882.03,1.87,27.355,26.91,27.545,26.85,53.42,1.85,27993.33,27718.74,28086.06,27718.74,384.09,1.18,13193.66,13329.61,13339.14,13159.72,49.24,-0.07,3316.79,3319.94,3346.4,3309.06,26.47,0.03,3383.54,3363.56,3402.93,3363.56,1.27,40.64,40.04,41.02,39.71,307.49,1.52,141.07,140.8,141.2,140.15,0.7,0.14,3.1535,3.1955,3.196,3.1425,74.34,-1.41
2020-09-15,1955.52,1957.31,1972.35,1948.64,-0.04,156.18,158.82,159.26,155.18,-0.14,67.55,68.0,68.57,67.05,4.3,0.25,93.05,93.06,93.14,92.79,0.0,11190.32,11193.96,11244.46,11127.98,828.01,1.21,27.464,27.38,27.865,27.195,60.45,0.4,27995.6,28139.76,28231.06,27931.45,418.89,0.01,13217.67,13220.81,13262.81,13138.2,60.48,0.18,3332.26,3318.4,3344.51,3307.36,31.13,0.47,3401.2,3407.73,3419.48,3389.25,0.52,39.85,40.61,40.92,39.57,268.93,-1.94,141.7,141.55,142.13,141.35,0.82,0.44,3.129,3.164,3.1645,3.1245,50.62,-0.78
2020-09-16,1959.32,1956.19,1973.63,1949.89,0.19,156.06,157.38,158.01,155.25,-0.08,67.29,67.84,68.44,67.22,5.53,-0.38,93.21,93.08,93.28,92.78,0.18,11050.47,11222.08,11245.42,11046.43,923.76,-1.25,27.476,27.35,27.705,27.055,63.7,0.04,28032.38,28031.69,28364.77,28021.67,416.65,0.13,13255.37,13224.16,13277.23,13181.56,62.42,0.29,3338.84,3332.12,3348.77,3312.19,39.88,0.2,3385.49,3411.23,3428.92,3384.45,-0.46,38.56,39.69,39.74,38.28,360.18,-3.24,142.0,141.73,142.2,141.48,0.46,0.21,3.0895,3.1415,3.143,3.077,74.73,-1.26
2020-09-17,1942.6,1959.99,1963.48,1932.99,-0.85,154.06,151.59,154.59,150.41,-1.28,66.32,66.15,66.59,65.38,6.66,-1.44,92.97,93.15,93.59,92.87,-0.26,10910.28,10796.05,10974.45,10783.81,936.99,-1.27,27.1,27.345,27.4,26.405,95.31,-1.37,27901.98,27834.18,28056.79,27647.93,439.89,-0.47,13208.12,13060.18,13245.87,13035.94,55.92,-0.36,3316.57,3332.86,3332.86,3285.27,38.21,-0.67,3357.01,3346.86,3375.17,3328.82,-0.84,39.57,38.59,39.83,38.51,339.54,2.62,142.45,142.2,142.5,142.2,0.25,0.32,3.0935,3.0915,3.1125,3.08,56.27,0.13
2020-09-18,1949.69,1943.87,1960.2,1941.79,0.37,151.51,154.63,155.88,151.41,-1.66,64.71,66.21,66.79,64.54,12.54,-2.43,92.93,92.86,93.01,92.77,-0.05,10793.28,10973.45,10977.68,10639.95,2.41,-1.07,27.129,27.285,27.58,26.87,53.09,0.11,27657.42,27864.87,27946.69,27487.97,703.89,-0.88,13116.25,13210.86,13263.44,13116.25,185.86,-0.7,3283.69,3315.3,3326.79,3283.69,137.35,-0.99,3319.47,3357.38,3362.27,3292.4,-1.12,37.39,38.97,39.01,36.97,489.95,-5.51,140.32,142.2,142.32,140.25,3.7,-1.49,3.064,3.088,3.1065,3.042,89.55,-0.95
2020-09-21,1912.57,1949.55,1955.75,1883.21,-1.9,144.78,148.38,149.86,142.94,-4.44,63.67,63.4,64.29,62.72,9.67,-1.61,93.66,93.0,93.78,92.75,0.79,10778.94,10610.14,10782.74,10519.49,1.02,-0.13,24.387,27.005,27.13,23.78,180.81,-10.11,27147.7,27484.71,27484.71,26715.15,523.66,-1.84,12542.44,12998.9,12998.9,12505.16,119.64,-4.37,3160.95,3277.42,3277.42,3150.61,67.33,-3.74,3281.06,3285.57,3285.57,3229.1,-1.16,36.17,37.39,37.76,34.92,568.82,-3.26,140.93,139.5,141.05,139.23,3.35,0.43,3.06,3.081,3.081,3.0595,0.02,-0.13
2020-09-22,1899.28,1912.8,1919.99,1894.93,-0.69,145.54,145.31,146.69,143.56,0.52,63.45,63.78,64.34,62.52,6.17,-0.35,93.99,93.55,94.08,93.46,0.35,10963.77,10873.29,10979.65,10737.52,845.8,1.71,24.523,24.785,25.3,23.91,109.44,0.56,27288.18,27170.34,27333.09,26989.93,423.33,0.52,12594.39,12629.71,12698.12,12592.97,69.46,0.41,3164.13,3165.72,3195.18,3164.13,42.74,0.1,3315.57,3295.75,3320.31,3270.95,1.05,35.79,36.07,36.6,35.21,388.97,-1.05,142.93,141.25,143.65,140.98,2.79,1.42,3.0515,3.068,3.068,3.045,0.26,-0.28
2020-09-23,1863.55,1900.2,1905.56,1855.77,-1.88,135.75,143.23,143.49,135.05,-6.73,60.22,62.99,63.09,59.8,9.24,-5.09,94.39,93.99,94.43,93.93,0.43,10633.15,10950.83,10962.03,10612.92,962.4,-3.02,23.105,24.525,24.62,22.725,151.99,-5.78,26763.13,27413.6,27464.46,26716.12,463.2,-1.92,12642.97,12737.32,12830.7,12642.97,60.25,0.39,3180.11,3170.55,3223.72,3170.55,40.76,0.51,3236.92,3320.11,3323.35,3232.57,-2.37,36.81,35.24,37.15,33.64,489.2,2.85,141.35,143.3,143.45,140.55,1.88,-1.1,3.081,3.055,3.091,3.052,0.06,0.97
2020-09-24,1868.04,1863.42,1877.3,1848.45,0.24,140.88,134.18,141.87,134.18,3.78,61.44,59.72,62.18,59.28,6.27,2.03,94.35,94.38,94.59,94.2,-0.04,10672.43,10551.02,10799.55,10520.22,923.44,0.37,23.196,22.875,23.44,21.81,159.01,0.39,26815.44,26716.09,27094.85,26537.01,448.78,0.2,12606.57,12520.47,12684.8,12512.5,61.27,-0.29,3159.64,3166.02,3181.13,3143.61,36.73,-0.64,3246.59,3226.14,3278.7,3209.45,0.3,37.66,37.03,38.32,36.57,410.61,2.31,140.93,141.07,141.95,140.63,1.46,-0.3,3.0935,3.0905,3.1185,3.0895,0.11,0.41
2020-09-25,1860.05,1868.61,1875.28,1852.59,-0.43,139.96,138.97,140.72,137.78,-0.65,61.42,60.72,61.66,60.53,3.83,-0.03,94.64,94.32,94.74,94.19,0.31,10913.73,10680.46,10939.55,10639.98,820.01,2.26,23.093,23.24,23.415,22.52,92.92,-0.44,27173.96,26694.51,27239.29,26635.38,391.73,1.34,12469.2,12615.91,12622.77,12341.58,66.13,-1.09,3137.06,3159.28,3160.56,3097.67,34.43,-0.71,3298.46,3236.66,3306.88,3228.44,1.6,39.15,38.15,39.25,37.26,437.0,3.96,139.9,139.95,140.7,139.5,1.22,-0.73,3.1095,3.113,3.1165,3.045,0.09,0.52
2020-09-28,1880.85,1859.0,1883.39,1849.19,1.12,141.56,141.89,142.63,139.79,1.14,62.13,62.0,62.83,61.31,5.4,1.16,94.28,94.58,94.64,94.15,-0.38,11117.7,11084.38,11120.79,11019.14,840.42,1.87,23.604,22.995,23.86,22.61,78.58,2.21,27584.06,27362.14,27722.6,27362.14,405.06,1.51,12870.87,12673.73,12873.4,12660.15,72.43,3.22,3223.19,3144.52,3227.43,3144.52,33.77,2.75,3351.6,3333.9,3360.74,3332.91,1.61,38.79,39.17,39.35,38.27,298.37,-0.92,140.05,140.5,140.77,139.7,0.93,0.11,3.1135,3.1025,3.1285,3.0875,0.14,0.13
2020-09-29,1897.69,1881.4,1899.24,1875.56,0.9,143.23,142.7,144.67,142.23,1.18,62.77,62.5,63.45,62.39,4.13,1.03,93.89,94.24,94.3,93.82,-0.41,11085.42,11109.0,11153.23,11065.63,763.32,-0.29,24.445,23.805,24.545,23.51,79.19,3.56,27452.66,27560.24,27605.6,27338.09,306.7,-0.48,12825.82,12817.79,12859.14,12738.3,49.84,-0.35,3214.3,3222.32,3224.83,3197.1,26.38,-0.28,3335.47,3350.92,3357.92,3327.54,-0.48,37.14,38.54,38.61,37.06,411.03,-4.25,138.13,140.5,140.88,137.15,2.05,-1.37,3.157,3.1125,3.174,3.1085,0.13,1.4
2020-09-30,1885.44,1897.81,1902.39,1881.31,-0.65,143.08,142.19,144.29,141.1,-0.1,63.45,62.49,63.9,61.85,7.21,1.08,93.89,93.85,94.19,93.67,0.0,11167.68,11092.9,11277.96,11092.9,1.02,0.74,23.494,24.505,24.505,23.235,90.77,-3.89,27781.7,27514.64,28026.33,27511.06,455.15,1.2,12760.73,12754.77,12869.96,12698.42,70.3,-0.51,3193.61,3208.91,3225.94,3181.03,31.42,-0.64,3363.0,3341.21,3393.56,3340.47,0.83,40.29,37.34,41.33,37.16,622.92,8.48,138.5,138.15,138.8,136.8,1.07,0.27,3.1595,3.1645,3.2065,3.144,0.21,0.08
2020-10-01,1905.05,1885.8,1912.09,1884.48,1.04,144.55,144.27,146.14,142.95,1.03,62.83,64.0,64.1,62.66,6.5,-0.98,93.71,93.8,93.92,93.53,-0.19,11326.61,11291.99,11344.13,11240.53,843.82,1.42,24.254,23.355,24.32,23.325,71.45,3.23,27816.9,27940.63,28041.46,27669.26,375.65,0.13,12730.77,12812.08,12836.65,12671.23,87.11,-0.23,3194.09,3207.17,3224.4,3178.11,31.98,0.02,3380.8,3385.87,3397.18,3361.39,0.53,41.36,39.91,41.84,39.41,457.05,2.66,138.05,138.18,138.88,137.8,1.36,-0.32,3.1595,3.159,3.1605,3.105,0.15,0.0
2020-10-02,1898.7,1905.65,1917.28,1889.57,-0.33,142.84,143.68,144.87,142.21,-1.18,62.29,62.64,63.4,62.15,4.65,-0.86,93.84,93.73,94.03,93.69,0.14,11075.11,11082.53,11244.87,11033.69,810.86,-2.22,24.029,23.9,24.355,23.58,66.34,-0.93,27682.81,27536.39,27861.43,27382.94,395.82,-0.48,12689.04,12558.78,12690.25,12539.86,67.3,-0.33,3190.93,3180.83,3190.93,3147.28,29.22,-0.1,3348.44,3338.94,3369.1,3323.69,-0.96,41.45,41.79,43.06,41.32,443.77,0.22,138.25,138.0,138.6,137.3,1.23,0.14,3.1375,3.159,3.173,3.123,0.05,-0.7
2020-10-05,1912.9,1902.24,1918.74,1886.81,0.75,145.58,143.66,147.26,143.64,1.92,63.13,62.3,63.95,62.27,4.48,1.35,93.51,93.81,93.87,93.37,-0.35,11332.58,11169.11,11335.21,11162.52,781.32,2.32,24.56,24.075,24.675,23.805,50.31,2.21,28148.64,27825.42,28162.64,27825.42,322.53,1.68,12828.31,12824.05,12842.48,12727.75,56.73,1.1,3220.22,3200.49,3224.35,3199.63,27.97,0.92,3408.63,3367.27,3409.57,3367.27,1.8,41.12,41.47,42.19,40.87,401.03,-0.8,137.3,138.68,138.68,137.0,1.22,-0.69,3.148,3.1345,3.1625,3.1245,0.13,0.33
2020-10-06,1877.13,1913.28,1921.1,1874.57,-1.87,139.81,146.2,147.03,139.78,-3.96,60.82,63.3,63.73,60.77,6.97,-3.66,93.69,93.43,93.85,93.33,0.18,11154.7,11314.53,11392.41,11124.45,936.32,-1.57,23.921,24.52,24.65,22.965,72.23,-2.6,27772.76,28214.24,28354.48,27728.03,438.44,-1.34,12906.02,12858.97,12966.09,12779.65,60.57,0.61,3233.3,3223.64,3251.11,3201.98,34.42,0.41,3360.95,3408.74,3431.56,3354.54,-1.4,40.13,40.94,40.94,40.06,338.19,-2.41,138.13,137.27,138.25,136.3,0.94,0.6,3.1805,3.14,3.19,3.14,0.07,1.03
2020-10-07,1887.22,1878.84,1898.31,1873.05,0.54,140.85,141.47,142.73,140.25,0.74,61.17,61.36,61.78,60.89,4.12,0.58,93.63,93.83,93.9,93.56,-0.06,11364.7,11271.68,11380.56,11258.35,834.93,1.88,23.896,23.16,24.12,23.09,59.07,-0.1,28303.46,27971.36,28369.66,27971.36,330.19,1.91,12928.57,12901.29,12959.02,12837.11,65.53,0.17,3233.43,3229.93,3245.62,3219.33,30.8,0.0,3419.45,3384.56,3426.26,3384.56,1.74,41.34,40.17,42.09,40.15,378.79,3.02,138.38,138.3,138.8,136.98,0.97,0.18,3.225,3.2,3.26,3.2,0.25,1.4
2020-10-08,1893.09,1887.4,1900.73,1881.86,0.31,143.33,142.4,144.25,141.88,1.76,61.72,61.47,62.16,61.21,3.91,0.9,93.61,93.61,93.78,93.5,-0.03,11421.08,11443.35,11448.22,11384.33,715.15,0.5,23.876,23.925,24.355,23.775,46.73,-0.08,28425.51,28348.86,28459.13,28265.56,315.83,0.43,13042.21,13011.23,13100.85,12956.64,64.01,0.88,3255.76,3239.95,3270.27,3234.48,31.56,0.69,3446.83,3434.28,3447.28,3428.15,0.8,41.43,41.44,41.69,40.57,243.68,0.22,138.93,138.13,139.05,138.0,0.95,0.4,3.203,3.227,3.227,3.187,0.27,-0.68
2020-10-09,1929.43,1894.19,1930.83,1893.32,1.92,150.02,146.32,150.02,146.31,4.67,62.82,62.72,62.92,61.85,4.87,1.78,93.06,93.56,93.59,93.0,-0.59,11580.04,11487.6,11581.23,11476.66,729.77,1.39,25.108,23.97,25.33,23.965,74.75,5.16,28586.9,28533.61,28676.29,28440.63,326.48,0.57,13051.23,13070.04,13096.44,13009.98,58.95,0.07,3273.12,3256.86,3276.36,3254.13,28.06,0.53,3477.13,3459.67,3482.34,3458.07,0.88,41.82,41.35,42.46,41.08,107.01,0.94,138.1,138.5,138.95,137.6,0.6,-0.59,3.2035,3.21,3.2415,3.202,0.46,0.02
2020-10-12,1921.95,1930.5,1933.45,1918.19,-0.39,149.86,150.05,151.06,148.38,-0.11,62.93,62.71,63.47,62.5,3.88,0.18,93.07,93.06,93.24,93.01,0.01,11876.36,11732.33,11965.54,11704.13,830.65,2.56,25.271,25.28,25.71,24.905,70.14,0.65,28837.52,28671.12,28957.9,28659.67,493.68,0.88,13138.41,13086.06,13151.8,13058.34,48.91,0.67,3298.12,3276.5,3305.77,3272.5,24.55,0.76,3534.22,3500.02,3549.85,3499.61,1.64,41.74,41.61,41.98,41.08,88.14,-0.19,134.6,137.95,137.95,134.1,1.06,-2.53,3.2085,3.202,3.222,3.1865,0.28,0.16
