날짜,종가_gold,시가_gold,고가_gold,저가_gold,변동 %_gold,종가_PH_gold,시가_PH_gold,고가_PH_gold,저가_PH_gold,변동 %_PH_gold,종가,시가,고가,저가,거래량,변동 %,종가_dollar_c,시가_dollar_c,고가_dollar_c,저가_dollar_c,변동 %_dollar_c,종가_nasdaq_c,시가_nasdaq_c,고가_nasdaq_c,저가_nasdaq_c,거래량_nasdaq_c,변동 %_nasdaq_c,종가_silver_c,시가_silver_c,고가_silver_c,저가_silver_c,거래량_silver_c,변동 %_silver_c,종가_dj,시가_dj,고가_dj,저가_dj,거래량_dj,변동 %_dj,종가_dax,시가_dax,고가_dax,저가_dax,거래량_dax,변동 %_dax,종가_eu50,시가_eu50,고가_eu50,저가_eu50,거래량_eu50,변동 %_eu50,종가_sp,시가_sp,고가_sp,저가_sp,변동 %_sp,종가_WTI,시가_WTI,고가_WTI,저가_WTI,거래량_WTI,변동 %_WTI,종가_cow,시가_cow,고가_cow,저가_cow,거래량_cow,변동 %_cow,종가_cu,시가_cu,고가_cu,저가_cu,거래량_cu,변동 %_cu
2017-01-02,1150.52,1150.55,1152.66,1149.66,-0.12,82.01,79.46,82.1,79.45,3.99,33.79,33.29,34.15,33.12,8.0,1.65,102.83,102.38,102.94,102.21,0.61,5429.08,5425.62,5452.56,5397.99,450.68,0.85,16.409,15.97,16.55,15.935,81.14,2.63,19881.76,19872.86,19938.53,19775.93,339.18,0.6,11598.33,11426.38,11617.28,11414.82,48.92,1.02,3308.67,3278.84,3314.06,3272.76,20.23,0.55,2257.83,2251.57,2263.88,2245.13,0.85,53.18,52.85,53.39,52.82,480.84,0.13,131.0,130.9,131.57,130.55,0.81,0.05,2.6445,2.639,2.655,2.615,73.65,0.53
2017-01-03,1158.91,1150.8,1163.61,1145.77,0.73,82.01,79.46,82.1,79.45,3.99,33.79,33.29,34.15,33.12,8.0,1.65,103.21,102.88,103.82,102.59,0.37,5429.08,5425.62,5452.56,5397.99,450.68,0.85,16.409,15.97,16.55,15.935,81.14,2.63,19881.76,19872.86,19938.53,19775.93,339.18,0.6,11584.24,11631.7,11637.37,11561.23,91.15,-0.12,3315.02,3316.53,3334.44,3310.46,40.09,0.19,2257.83,2251.57,2263.88,2245.13,0.85,53.18,52.85,53.39,52.82,480.84,0.13,131.0,130.9,131.57,130.55,0.81,0.05,2.6445,2.639,2.655,2.615,73.65,0.53
2017-01-04,1163.8,1159.28,1168.23,1156.35,0.42,83.39,83.04,83.46,81.84,1.68,34.11,34.05,34.14,33.36,7.55,0.95,102.7,103.17,103.44,102.39,-0.49,5477.01,5440.91,5482.35,5440.24,455.34,0.88,16.552,16.345,16.57,16.3,52.45,0.87,19942.16,19890.94,19956.14,19878.83,280.01,0.3,11584.31,11609.53,11616.09,11531.43,84.72,0.0,3317.52,3316.78,3325.5,3302.99,40.42,0.08,2270.75,2261.6,2272.82,2261.6,0.57,52.65,52.97,53.21,52.55,326.34,-1.0,131.95,131.1,132.18,131.0,1.25,0.73,2.631,2.651,2.6525,2.617,49.01,-0.51
2017-01-05,1180.48,1163.67,1184.99,1162.38,1.43,87.93,84.7,88.42,84.7,5.44,35.68,34.73,36.34,34.72,10.49,4.6,101.52,102.45,102.51,101.3,-1.15,5487.94,5474.39,5495.85,5464.36,423.64,0.2,16.637,16.495,16.76,16.455,67.64,0.51,19899.29,19924.56,19948.6,19811.12,269.92,-0.21,11584.94,11537.73,11602.54,11537.4,77.24,0.01,3316.47,3306.31,3323.16,3300.77,36.25,-0.03,2269.0,2268.18,2271.5,2260.45,-0.08,52.41,52.75,52.85,52.1,202.04,-0.46,133.1,132.1,133.2,131.7,1.22,0.87,2.632,2.635,2.6375,2.5665,96.55,0.04
2017-01-06,1172.81,1180.38,1181.49,1170.37,-0.65,85.31,86.72,87.87,83.9,-2.98,34.56,35.12,35.6,34.14,7.38,-3.14,102.22,101.4,102.29,101.37,0.69,5521.06,5499.08,5536.52,5482.81,382.85,0.6,16.519,16.635,16.715,16.26,68.14,-0.71,19963.8,19906.96,19999.63,19834.08,277.7,0.32,11599.01,11560.52,11605.74,11547.05,69.16,0.12,3321.17,3311.35,3322.6,3299.66,28.74,0.14,2276.98,2271.14,2282.1,2264.06,0.35,50.44,52.36,52.65,50.09,133.17,-3.76,132.78,132.97,132.97,132.18,1.17,-0.24,2.676,2.6375,2.678,2.615,75.55,1.67
2017-01-09,1181.27,1172.64,1185.91,1171.89,0.72,85.4,86.22,87.03,84.9,0.11,34.5,35.2,35.28,34.35,9.03,-0.17,101.93,102.25,102.52,101.8,-0.28,5531.82,5527.57,5541.08,5517.14,433.1,0.19,16.683,16.52,16.735,16.455,46.5,0.99,19887.38,19931.41,19943.78,19887.38,287.51,-0.38,11563.99,11606.89,11606.89,11522.35,81.16,-0.3,3308.97,3324.45,3326.31,3296.53,34.79,-0.37,2268.9,2273.59,2275.49,2268.9,-0.35,50.27,50.63,50.97,50.18,33.75,-0.34,132.43,132.75,133.07,132.3,1.02,-0.26,2.6775,2.668,2.687,2.657,71.49,0.06
2017-01-10,1187.74,1181.32,1190.57,1179.86,0.55,86.5,86.01,87.9,85.42,1.29,34.23,34.78,35.29,34.0,7.58,-0.78,102.01,101.85,102.1,101.51,0.08,5551.82,5536.54,5564.25,5528.11,431.57,0.36,16.848,16.615,16.955,16.575,69.88,0.99,19855.53,19876.35,19957.12,19836.03,299.41,-0.16,11583.3,11583.24,11606.95,11544.99,88.74,0.17,3306.21,3310.63,3318.24,3295.5,35.14,-0.08,2268.9,2269.72,2279.27,2265.27,0.0,49.62,50.71,50.93,49.2,687.47,-1.29,132.38,132.57,132.75,132.25,1.3,-0.04,2.6785,2.6735,2.721,2.6735,0.25,0.04
2017-01-11,1191.85,1187.74,1198.79,1177.33,0.35,86.41,85.97,87.32,83.97,-0.1,33.53,33.93,33.94,32.7,10.8,-2.04,101.78,102.07,102.95,101.28,-0.23,5563.65,5550.72,5564.08,5524.03,435.71,0.21,16.828,16.84,16.905,16.56,82.62,-0.12,19954.28,19887.38,19973.42,19833.16,336.15,0.5,11646.17,11587.53,11692.27,11524.99,101.23,0.54,3307.94,3306.82,3324.52,3285.21,42.21,0.05,2275.32,2268.6,2275.32,2260.83,0.28,49.23,49.68,50.22,49.03,517.9,-0.79,131.82,132.2,132.2,131.78,1.05,-0.42,2.66,2.6845,2.6865,2.644,0.6,-0.69
2017-01-12,1195.66,1191.75,1207.07,1191.0,0.32,86.22,87.57,88.79,85.4,-0.22,33.63,34.36,34.49,33.31,7.44,0.3,101.35,101.67,101.8,100.72,-0.42,5547.49,5542.56,5550.67,5496.82,394.73,-0.29,16.825,16.77,17.02,16.755,63.04,-0.02,19891.0,19926.21,19929.29,19770.47,306.29,-0.32,11521.04,11599.24,11606.43,11491.87,101.6,-1.07,3286.7,3299.74,3305.75,3281.37,41.27,-0.64,2270.44,2271.14,2271.78,2254.25,-0.21,49.56,49.22,49.83,48.87,587.24,0.67,127.45,126.9,127.58,126.1,4.56,-3.32,2.612,2.658,2.6625,2.612,0.39,-1.8
2017-01-13,1197.66,1195.96,1201.2,1187.93,0.17,87.04,85.33,87.27,84.38,0.95,33.69,33.17,33.81,32.93,5.21,0.18,101.18,101.51,101.67,101.01,-0.17,5574.12,5557.57,5584.26,5557.2,357.66,0.48,16.765,16.805,16.855,16.61,60.84,-0.36,19885.73,19912.54,19952.03,19849.38,263.78,-0.03,11629.18,11576.78,11635.55,11554.45,82.61,0.94,3324.34,3296.78,3326.97,3296.43,37.35,1.15,2274.64,2272.74,2278.68,2271.51,0.18,49.62,49.36,50.2,48.94,655.72,0.12,123.9,125.2,125.2,123.5,5.38,-2.79,2.621,2.613,2.628,2.61,0.07,0.34
2017-01-16,1203.17,1200.55,1208.23,1198.17,0.46,89.1,88.58,89.8,88.57,2.37,34.29,34.77,34.97,34.07,6.76,1.78,101.18,101.66,101.73,101.32,0.0,5538.73,5555.16,5557.05,5527.22,415.58,-0.63,17.148,16.845,17.245,16.805,89.8,2.28,19826.77,19848.82,19882.99,19775.35,341.9,-0.3,11554.71,11537.45,11579.05,11535.96,63.0,-0.64,3294.53,3313.56,3313.56,3294.53,29.04,-0.9,2267.89,2269.14,2272.08,2262.81,-0.3,48.97,49.22,49.43,48.2,771.19,-1.31,122.78,123.8,124.53,122.33,6.17,-0.9,2.6885,2.6355,2.702,2.6355,0.67,2.58
2017-01-17,1216.54,1202.8,1218.72,1202.38,1.11,89.1,88.58,89.8,88.57,2.37,34.29,34.77,34.97,34.07,6.76,1.78,100.33,101.54,101.62,100.26,-0.84,5538.73,5555.16,5557.05,5527.22,415.58,-0.63,17.148,16.845,17.245,16.805,89.8,0.0,19826.77,19848.82,19882.99,19775.35,341.9,-0.3,11540.0,11521.5,11583.43,11425.14,87.26,-0.13,3285.04,3290.62,3300.5,3266.1,33.25,-0.29,2267.89,2269.14,2272.08,2262.81,-0.3,48.97,49.22,49.43,48.2,771.19,-1.31,122.78,123.8,124.53,122.33,6.17,-0.9,2.6885,2.6355,2.702,2.6355,0.67,2.58
2017-01-18,1203.64,1216.56,1217.6,1201.91,-1.06,87.96,89.04,90.03,86.94,-1.28,34.4,34.34,35.08,34.05,7.53,0.32,100.93,100.43,101.34,100.32,0.6,5555.65,5546.94,5555.98,5534.77,380.31,0.31,17.274,17.23,17.36,17.06,59.04,0.73,19804.72,19822.73,19828.2,19739.0,279.76,-0.11,11599.39,11592.12,11599.39,11529.76,82.31,0.51,3294.0,3291.64,3300.24,3274.73,32.97,0.27,2271.89,2269.14,2272.01,2263.35,0.18,49.33,49.27,49.76,48.8,633.99,0.74,122.08,122.1,123.67,121.08,7.2,-0.57,2.666,2.6835,2.693,2.6605,0.23,-0.84
2017-01-19,1205.14,1203.92,1206.88,1195.86,0.12,87.56,86.92,88.4,86.4,-0.45,34.08,33.93,34.58,33.84,6.27,-0.93,101.15,101.35,101.73,100.97,0.22,5540.08,5560.61,5571.53,5528.37,398.66,-0.28,17.002,17.075,17.125,16.745,79.09,-1.57,19732.4,19813.55,19824.14,19677.94,301.75,-0.37,11596.89,11624.11,11644.88,11578.91,91.89,-0.02,3290.33,3297.76,3306.12,3282.53,41.77,-0.11,2263.69,2271.9,2274.33,2258.41,-0.36,48.84,49.17,49.32,48.59,364.39,-0.99,123.75,122.42,123.9,121.83,5.89,1.37,2.6545,2.667,2.667,2.615,0.55,-0.43
2017-01-20,1209.96,1205.16,1215.3,1198.68,0.4,88.68,87.67,89.81,87.3,1.28,34.19,34.06,34.53,33.89,6.39,0.32,100.74,101.17,101.5,100.7,-0.41,5555.33,5556.87,5574.35,5542.23,444.46,0.28,17.032,17.025,17.195,16.84,64.63,0.18,19827.25,19795.06,19843.94,19759.14,435.26,0.48,11630.13,11568.9,11636.79,11547.04,114.83,0.29,3299.44,3290.11,3312.14,3278.82,47.6,0.28,2271.31,2269.96,2276.96,2265.01,0.34,47.66,48.78,49.28,47.35,702.38,-2.42,123.58,124.1,124.85,123.25,4.16,-0.14,2.611,2.652,2.652,2.607,0.56,-1.64
2017-01-23,1217.48,1209.43,1219.54,1209.27,0.62,91.26,89.6,91.31,89.27,2.91,35.01,34.53,35.12,34.18,5.88,2.4,100.16,100.74,100.74,99.9,-0.58,5552.94,5546.64,5564.14,5522.69,389.91,-0.04,17.186,17.12,17.285,17.075,51.76,0.9,19799.85,19794.79,19833.98,19732.36,326.69,-0.14,11545.75,11545.97,11605.29,11508.83,80.31,-0.73,3273.04,3284.87,3291.76,3262.61,36.55,-0.8,2265.2,2267.78,2271.78,2257.02,-0.27,47.82,48.12,48.23,47.3,691.32,0.34,123.53,123.58,124.55,123.03,3.94,-0.04,2.6155,2.61,2.6275,2.5945,2.24,0.17
2017-01-24,1208.81,1217.4,1219.66,1206.02,-0.71,91.91,91.47,93.24,91.11,0.71,35.16,35.02,36.03,34.96,8.58,0.43,100.35,100.08,100.43,99.92,0.19,5600.96,5568.27,5606.53,5558.49,409.12,0.86,17.185,17.25,17.31,17.025,51.74,-0.01,19912.71,19794.68,19949.24,19786.71,374.46,0.57,11594.94,11554.8,11596.18,11538.05,81.68,0.43,3281.53,3276.62,3283.38,3269.03,57.41,0.26,2280.07,2267.88,2284.63,2266.68,0.66,45.52,47.6,47.75,45.29,943.96,-4.81,124.22,124.0,124.6,123.62,5.05,0.56,2.5535,2.6145,2.616,2.546,0.92,-2.37
2017-01-25,1200.31,1208.79,1209.84,1192.83,-0.7,90.36,90.15,90.55,89.1,-1.69,34.1,34.49,34.71,33.63,9.62,-3.01,100.03,100.31,100.41,99.83,-0.32,5656.34,5635.86,5658.59,5634.33,435.79,0.99,16.98,17.11,17.13,16.78,63.42,-1.19,20068.51,19994.48,20082.0,19994.48,372.24,0.78,11806.05,11677.63,11827.73,11669.3,123.21,1.82,3326.15,3290.9,3334.16,3290.9,72.82,1.36,2298.37,2288.88,2299.55,2288.88,0.8,46.22,45.51,46.68,43.76,1.02,1.54,122.3,124.2,124.47,121.95,7.35,-1.55,2.5785,2.55,2.5955,2.55,0.56,0.98
2017-01-26,1188.57,1199.93,1202.67,1184.11,-0.98,88.2,88.77,89.19,87.75,-2.39,33.36,33.37,33.43,32.81,7.63,-2.17,100.38,99.91,100.73,99.79,0.35,5655.18,5666.28,5669.61,5647.65,426.44,-0.02,16.85,17.01,17.05,16.68,53.18,-0.77,20100.91,20076.25,20125.58,20067.53,356.73,0.16,11848.63,11867.91,11893.08,11819.76,93.5,0.36,3319.13,3332.35,3342.47,3310.26,51.24,-0.21,2296.68,2298.63,2300.99,2294.08,-0.07,46.43,46.35,46.98,45.73,785.06,0.45,123.62,122.53,123.8,121.9,5.96,1.08,2.604,2.585,2.6125,2.574,0.3,0.99
2017-01-27,1191.6,1188.78,1192.06,1181.04,0.25,89.58,88.09,89.85,88.07,1.56,33.54,33.43,33.83,33.43,4.47,0.54,100.53,100.49,100.82,100.32,0.15,5660.78,5664.88,5667.45,5643.9,386.97,0.1,17.136,16.8,17.26,16.635,64.59,1.7,20093.78,20103.36,20115.97,20072.64,343.13,-0.04,11814.27,11841.72,11844.68,11798.26,73.42,-0.29,3303.33,3318.2,3318.35,3294.78,37.66,-0.48,2294.69,2299.02,2299.02,2291.62,-0.09,45.88,46.49,46.78,45.53,701.94,-1.18,122.08,123.78,124.72,121.53,6.14,-1.25,2.5345,2.594,2.596,2.522,0.93,-2.67
2017-01-30,1195.35,1192.85,1199.88,1188.15,0.31,89.02,89.64,90.56,88.66,-0.63,34.12,33.87,34.63,33.75,5.46,1.73,100.43,100.32,101.02,100.17,-0.1,5613.71,5635.86,5636.09,5578.76,417.27,-0.83,17.152,17.17,17.295,17.08,57.16,0.09,19971.13,20028.62,20028.62,19870.39,317.28,-0.61,11681.89,11786.31,11792.33,11659.35,77.63,-1.12,3262.72,3294.99,3296.27,3253.75,39.87,-1.23,2280.9,2286.01,2286.01,2268.04,-0.6,47.33,46.18,47.78,46.01,819.8,3.16,121.83,122.1,122.88,120.5,7.33,-0.2,2.5425,2.5365,2.5635,2.5045,0.53,0.32
2017-01-31,1210.63,1195.38,1215.49,1193.83,1.28,91.76,90.64,91.76,90.64,3.08,35.4,34.96,35.47,34.94,7.73,3.75,99.51,100.33,100.51,99.43,-0.92,5614.79,5592.87,5615.15,5576.09,506.36,0.02,17.543,17.13,17.635,17.105,73.62,2.28,19864.09,19913.16,19918.17,19784.77,373.75,-0.54,11535.31,11692.53,11733.16,11535.31,100.43,-1.25,3230.68,3263.87,3282.45,3230.68,48.71,-0.98,2278.87,2274.02,2279.09,2267.21,-0.09,47.83,47.39,48.22,47.34,661.78,1.06,124.0,121.83,124.15,121.67,5.15,1.78,2.5505,2.526,2.5615,2.513,0.74,0.31
2017-02-01,1209.49,1210.89,1213.59,1198.12,-0.09,91.75,90.85,92.1,90.13,-0.01,35.0,34.87,35.15,34.32,5.21,-1.13,99.64,99.56,100.04,99.5,0.13,5642.65,5654.51,5662.11,5621.03,499.98,0.5,17.45,17.57,17.665,17.36,66.31,-0.53,19890.94,19923.81,19967.73,19845.99,426.67,0.14,11659.5,11646.42,11723.39,11622.6,97.42,1.08,3258.92,3243.9,3273.94,3243.9,48.11,0.87,2279.55,2285.59,2289.14,2272.44,0.03,47.84,47.81,48.07,47.35,537.49,0.02,124.28,124.17,125.05,123.8,4.94,0.23,2.5455,2.547,2.572,2.5355,0.69,-0.2
2017-02-02,1215.93,1209.53,1225.41,1208.26,0.53,93.11,92.76,94.02,92.67,1.48,35.79,35.88,35.98,35.28,6.44,2.26,99.79,99.76,99.87,99.23,0.15,5636.2,5627.15,5656.01,5616.4,471.57,-0.11,17.429,17.565,17.745,17.415,63.07,-0.12,19884.91,19858.34,19922.75,19831.09,347.22,-0.03,11627.95,11628.28,11675.98,11603.65,100.63,-0.27,3253.61,3258.08,3265.45,3242.31,44.0,-0.16,2280.85,2276.69,2283.97,2271.65,0.06,48.85,47.85,49.66,47.75,687.15,2.11,123.83,123.88,124.65,122.8,2.9,-0.36,2.5595,2.554,2.5795,2.544,0.57,0.55
2017-02-03,1219.88,1215.89,1221.48,1207.18,0.32,92.92,92.72,93.77,92.35,-0.2,35.87,35.59,36.29,35.43,4.65,0.22,99.87,99.79,100.26,99.56,0.08,5666.77,5650.73,5666.84,5647.58,411.17,0.54,17.479,17.485,17.54,17.26,65.77,0.29,20071.46,19964.21,20081.48,19964.21,344.22,0.94,11651.49,11636.23,11696.94,11627.98,82.67,0.2,3273.11,3259.77,3283.86,3258.56,40.39,0.6,2297.42,2288.54,2298.31,2287.88,0.73,48.66,48.82,49.38,48.17,589.21,-0.39,124.08,123.72,124.55,123.4,3.29,0.2,2.5855,2.5595,2.5995,2.5555,0.78,1.02
2017-02-06,1235.59,1219.67,1235.84,1219.01,1.29,96.19,93.8,96.2,93.27,3.52,37.02,36.36,37.02,35.98,7.0,3.21,99.91,99.65,100.25,99.63,0.04,5663.55,5656.95,5668.2,5650.26,397.57,-0.06,17.693,17.52,17.76,17.46,46.83,1.22,20052.42,20025.61,20094.95,20002.81,281.72,-0.09,11509.84,11628.03,11679.91,11509.58,95.25,-1.22,3238.31,3274.87,3282.96,3235.23,39.92,-1.06,2292.56,2294.28,2296.18,2288.57,-0.21,49.07,48.23,49.5,48.03,650.11,0.84,124.55,124.6,125.62,124.3,4.14,0.38,2.5955,2.586,2.602,2.58,0.75,0.39
2017-02-07,1233.72,1235.23,1235.86,1227.41,-0.15,95.29,95.54,96.66,94.59,-0.94,36.41,36.81,36.87,36.22,5.43,-1.65,100.26,99.93,100.72,99.91,0.35,5674.22,5674.86,5689.6,5664.82,440.96,0.19,17.756,17.74,17.795,17.56,55.46,0.36,20090.29,20107.62,20155.35,20068.68,279.67,0.19,11549.44,11498.49,11606.26,11483.83,72.25,0.34,3235.71,3239.02,3252.29,3227.26,38.2,-0.08,2293.08,2295.87,2299.4,2290.16,0.02,49.35,48.93,49.6,48.05,242.75,0.57,125.1,124.55,125.3,123.2,5.73,0.44,2.593,2.6015,2.6015,2.5655,85.88,-0.1
2017-02-08,1241.99,1234.04,1245.06,1230.29,0.67,96.72,95.88,97.2,95.65,1.5,36.93,36.68,36.95,36.3,6.19,1.43,100.28,100.44,100.64,100.06,0.02,5682.45,5662.95,5686.96,5649.39,444.98,0.15,17.705,17.7,17.875,17.62,66.25,-0.29,20054.34,20049.29,20068.28,20015.33,280.41,-0.18,11543.38,11546.93,11591.26,11479.78,98.26,-0.05,3238.04,3240.82,3250.81,3214.31,53.03,0.07,2294.67,2289.55,2295.91,2285.38,0.07,50.33,49.28,50.53,49.28,146.45,1.99,125.15,125.22,125.9,124.97,4.8,0.04,2.6075,2.596,2.616,2.5875,77.52,0.56
2017-02-09,1230.89,1242.48,1244.52,1230.22,-0.89,94.02,97.0,97.04,93.78,-2.79,36.29,37.07,37.09,36.17,5.05,-1.73,100.65,100.22,100.68,100.08,0.37,5715.18,5688.02,5722.71,5685.15,439.63,0.58,17.741,17.78,17.845,17.615,65.79,0.2,20172.4,20061.73,20206.36,20061.73,325.31,0.59,11642.86,11584.4,11657.24,11548.18,110.08,0.86,3277.79,3248.07,3281.47,3243.53,42.64,1.23,2307.87,2296.7,2311.08,2296.61,0.58,50.73,50.6,51.06,50.44,30.01,0.79,121.7,124.97,125.1,121.5,7.07,-2.76,2.6605,2.599,2.6945,2.594,50.68,2.03
2017-02-10,1234.12,1230.62,1237.07,1221.12,0.26,95.42,93.09,95.81,92.85,1.49,36.73,36.06,36.8,35.86,5.17,1.21,100.8,100.67,101.01,100.58,0.15,5734.13,5726.18,5743.43,5717.42,421.0,0.33,17.933,17.64,18.02,17.545,90.4,1.08,20269.37,20211.23,20298.21,20204.76,312.23,0.48,11666.97,11698.7,11711.55,11645.13,79.22,0.21,3270.83,3281.29,3289.93,3264.84,36.0,-0.21,2316.1,2312.27,2319.23,2311.1,0.36,51.47,51.04,51.79,50.57,584.14,1.46,123.85,122.67,124.28,122.25,5.59,1.77,2.6355,2.662,2.663,2.622,88.3,-0.94
2017-02-13,1225.44,1231.84,1232.65,1219.37,-0.7,94.51,94.62,95.14,94.19,-0.95,36.47,36.51,36.66,36.24,5.31,-0.71,100.96,100.84,101.11,100.58,0.16,5763.96,5753.19,5770.99,5751.92,404.16,0.52,17.821,17.94,18.015,17.755,59.33,-0.62,20412.16,20338.54,20441.48,20322.95,314.62,0.7,11774.43,11697.99,11812.69,11684.91,79.03,0.92,3305.23,3275.22,3314.66,3275.22,33.93,1.05,2328.25,2321.72,2331.58,2321.42,0.52,51.36,51.44,51.88,51.03,736.34,-0.21,125.08,123.88,125.53,123.03,3.92,0.99,2.5435,2.639,2.6395,2.5135,113.38,-3.49
2017-02-14,1228.61,1225.74,1234.87,1221.75,0.26,94.27,95.41,95.57,93.13,-0.25,36.19,36.69,36.76,35.87,5.61,-0.77,101.25,100.98,101.38,100.7,0.29,5782.57,5756.51,5783.09,5748.74,431.56,0.32,17.889,17.81,18.09,17.73,78.31,0.38,20504.41,20374.22,20504.41,20374.02,356.58,0.45,11771.81,11766.99,11787.82,11752.68,72.65,-0.02,3308.89,3305.61,3310.8,3297.48,33.42,0.11,2337.58,2326.12,2337.58,2322.17,0.4,48.9,51.25,52.0,48.45,1.15,-4.79,124.5,125.08,125.9,123.92,2.45,-0.46,2.5115,2.5175,2.5455,2.49,102.53,-1.26
2017-02-15,1232.94,1228.89,1233.61,1216.8,0.35,93.4,93.44,94.0,92.48,-0.92,36.13,35.84,36.26,35.52,4.34,-0.17,101.18,101.22,101.76,101.0,-0.07,5819.44,5777.9,5821.95,5776.7,450.5,0.64,17.963,17.955,17.99,17.755,71.9,0.41,20611.86,20504.27,20620.45,20496.03,384.38,0.52,11793.93,11834.48,11848.04,11725.38,88.88,0.19,3323.71,3315.14,3334.12,3311.39,41.03,0.45,2349.25,2335.58,2351.3,2334.81,0.5,49.8,48.75,49.94,48.18,763.92,1.84,123.45,124.35,124.4,123.12,3.97,-0.84,2.5285,2.512,2.539,2.503,80.66,0.68
2017-02-16,1239.14,1233.34,1242.71,1232.04,0.5,94.46,93.5,94.96,93.47,1.13,36.66,36.46,36.77,36.35,5.79,1.47,100.44,101.05,101.07,100.41,-0.73,5814.9,5823.01,5835.15,5796.71,441.52,-0.08,18.074,17.97,18.14,17.935,73.03,0.62,20619.77,20627.31,20639.87,20556.83,354.12,0.04,11757.24,11778.99,11814.7,11728.38,76.43,-0.31,3311.04,3321.59,3327.59,3304.31,34.04,-0.38,2347.22,2349.64,2351.31,2338.87,-0.09,49.94,49.93,50.04,49.85,663.49,0.28,124.22,123.53,124.38,122.62,1.81,0.62,2.4935,2.5375,2.547,2.4725,92.54,-1.38
2017-02-17,1235.29,1239.25,1243.84,1234.52,-0.31,92.56,94.35,94.66,92.46,-2.01,36.11,36.72,36.73,35.91,5.69,-1.5,100.95,100.52,100.96,100.45,0.51,5838.58,5807.31,5838.58,5800.8,500.75,0.41,18.03,18.075,18.095,17.97,54.2,-0.24,20624.05,20564.13,20624.05,20532.61,340.62,0.02,11757.02,11759.57,11775.4,11693.7,92.67,0.0,3308.81,3310.73,3316.03,3282.42,48.44,-0.07,2351.16,2343.01,2351.16,2339.58,0.17,49.97,49.95,50.29,49.52,663.49,0.06,124.08,124.75,125.08,123.8,1.26,-0.11,2.498,2.494,2.5175,2.4805,61.71,0.18
2017-02-20,1238.38,1235.2,1239.29,1232.62,0.25,91.73,91.37,92.12,90.08,-0.9,36.53,35.62,36.58,35.3,5.84,1.16,100.95,100.93,100.98,100.77,0.0,5865.95,5850.2,5867.89,5847.5,453.57,0.47,18.001,17.995,18.07,17.815,108.79,-0.16,20743.0,20663.43,20757.64,20663.37,336.88,0.58,11827.62,11831.71,11841.06,11804.72,56.38,0.6,3312.39,3321.66,3330.11,3305.33,27.73,0.11,2365.38,2354.91,2366.71,2354.91,0.6,49.66,49.93,50.28,49.03,663.49,-0.62,123.95,124.08,124.62,123.47,1.71,-0.1,2.4945,2.495,2.5115,2.484,57.88,-0.14
2017-02-21,1235.97,1237.03,1238.92,1225.8,-0.19,91.73,91.37,92.12,90.08,-0.9,36.53,35.62,36.58,35.3,5.84,1.16,101.37,100.93,101.6,100.91,0.42,5865.95,5850.2,5867.89,5847.5,453.57,0.47,18.04,18.02,18.1,17.86,0.13,0.22,20743.0,20663.43,20757.64,20663.37,336.88,0.58,11967.49,11817.97,11987.58,11798.48,77.83,1.18,3339.33,3313.62,3345.99,3301.15,33.78,0.81,2365.38,2354.91,2366.71,2354.91,0.6,49.66,49.93,50.28,49.03,663.49,-0.62,123.95,124.08,124.62,123.47,1.71,-0.1,2.4945,2.495,2.5115,2.484,57.88,-0.14
2017-02-22,1237.69,1236.22,1240.72,1231.62,0.14,89.91,91.18,91.37,88.32,-1.98,35.12,35.61,36.19,34.29,10.08,-3.86,101.22,101.4,101.72,101.17,-0.15,5860.63,5857.56,5864.41,5848.28,422.84,-0.09,17.95,17.96,18.04,17.905,73.45,-0.5,20775.6,20715.41,20781.59,20692.39,310.53,0.16,11998.59,11989.71,12031.11,11966.02,94.71,0.26,3339.27,3341.54,3355.4,3324.68,46.32,0.0,2362.82,2361.11,2365.13,2358.34,-0.11,48.32,49.65,49.71,47.73,779.14,-2.7,124.38,124.08,125.28,123.3,1.52,0.35,2.508,2.495,2.553,2.489,82.45,0.54
2017-02-23,1249.41,1237.79,1251.21,1235.2,0.95,89.61,90.92,91.86,89.56,-0.33,34.99,35.61,36.09,34.96,6.38,-0.37,101.05,101.38,101.44,100.87,-0.17,5835.51,5866.82,5866.96,5809.55,444.62,-0.43,18.117,18.0,18.21,17.925,98.98,0.93,20810.32,20817.21,20840.7,20746.41,302.11,0.17,11947.83,11994.06,12015.98,11925.88,71.93,-0.42,3333.96,3337.97,3350.16,3326.46,36.12,-0.16,2363.81,2367.5,2368.26,2355.09,0.04,48.36,48.63,49.17,47.9,774.48,0.08,126.15,125.05,126.38,124.95,1.75,1.42,2.524,2.506,2.5295,2.504,45.59,0.64
2017-02-24,1256.94,1249.52,1260.48,1247.54,0.6,88.62,90.69,90.69,88.53,-1.1,35.2,35.43,36.0,35.08,6.94,0.6,101.09,100.95,101.17,100.66,0.04,5845.31,5802.33,5845.31,5800.55,419.25,0.17,18.406,18.225,18.46,18.21,59.07,1.6,20821.76,20751.91,20821.76,20733.95,292.54,0.05,11804.03,11920.9,11934.64,11722.35,101.75,-1.2,3304.09,3333.7,3334.68,3280.36,48.92,-0.9,2367.34,2355.73,2367.34,2352.87,0.15,47.66,48.04,48.19,46.74,802.66,-1.45,127.47,126.22,127.72,125.8,1.32,1.05,2.539,2.525,2.557,2.518,54.6,0.59
